root_id,hemisphere,type,column_id,x,y,p,q
720575940618619461,left,Tm3,651,-4,-5,1,-6
720575940618621953,left,C2,598,2,-18,-11,-7
720575940618622804,right,Tm4,591,3,-3,-5,2
720575940618623181,left,T5a,325,5,1,-5,6
720575940618623572,right,Tm4,113,-2,4,4,0
720575940618625349,right,Mi9,521,6,-9,-11,2
720575940618625620,right,Tm4,437,-3,12,9,3
720575940618625645,left,T5a,543,-1,-4,-1,-3
720575940618627669,right,T5d,632,3,-20,-13,-7
720575940618628436,right,R7,676,-3,-21,-8,-13
720575940618629915,left,T1,411,-5,-19,-5,-14
720575940618630469,right,Tm4,66,2,15,5,10
720575940618630720,right,T4b,324,3,24,9,15
720575940618630981,left,Tm1,580,-2,-23,-10,-13
720575940618631253,right,C3,699,-5,0,5,-5
720575940618632256,left,Tm2,772,1,12,5,7
720575940618632532,left,T5d,112,-6,1,6,-5
720575940618632768,left,T5b,723,-2,-11,-4,-7
720575940618634945,left,L1,234,1,3,0,3
720575940618635899,left,T5a,9,4,9,0,9
720575940618636373,left,L3,155,-8,13,14,-1
720575940618637691,left,T4a,370,-3,21,13,8
720575940618639189,left,T5b,48,-4,-22,-7,-15
720575940618640418,left,L2,89,1,-19,-11,-8
720575940618640965,right,Mi4,216,2,19,7,12
720575940618641472,left,Tm20,695,-6,10,11,-1
720575940618641531,left,Mi1,310,2,22,9,13
720575940618642998,right,T5a,298,-5,5,7,-2
720575940618644381,left,R8,327,5,3,-4,7
720575940618645589,right,Tm20,277,7,-3,-9,6
720575940618647581,left,Mi4,124,1,-7,-5,-2
720575940618647872,left,T5d,624,1,-17,-10,-7
720575940618648640,left,T2,121,-8,4,10,-6
720575940618650166,right,Tm9,509,-4,10,9,1
720575940618650625,right,R7,749,-2,1,2,-1
720575940618650651,left,T1,352,-2,28,16,12
720575940618650864,left,T4c,431,-2,-10,-3,-7
720575940618651170,right,L4,104,-1,-27,-13,-14
720575940618651446,right,T3,365,4,7,-1,8
720575940618651675,left,T3,169,0,-18,-9,-9
720575940618651864,right,T4a,485,-3,-3,1,-4
720575940618651938,right,C2,414,4,21,6,15
720575940618652982,right,T5b,523,2,14,5,9
720575940618653697,right,R7,345,3,-12,-9,-3
720575940618654282,right,T5d,641,-8,-5,5,-10
720575940618654528,right,L2,719,1,27,12,15
720575940618655061,left,T4d,456,0,21,10,11
720575940618655286,right,L5,51,0,-19,-10,-9
720575940618655296,left,L3,738,-3,13,9,4
720575940618655829,left,Tm2,486,0,1,0,1
720575940618656518,left,L2,370,-3,21,13,8
720575940618657088,right,Tm21,593,3,-14,-10,-4
720575940618657281,right,R7,600,3,-10,-8,-2
720575940618657403,right,T4d,679,4,18,5,13
720575940618657616,right,T3,182,7,-10,-12,2
720575940618657819,left,R8,211,-7,-1,6,-7
720575940618658171,right,T5a,414,4,21,6,15
720575940618663252,left,Mi9,113,-2,4,4,0
720575940618663488,left,Mi4,55,-4,-11,-2,-9
720575940618663547,right,Mi4,777,6,20,4,16
720575940618664276,left,T1,558,-4,-21,-7,-14
720575940618664533,right,T5d,640,-1,-16,-7,-9
720575940618665024,left,Tm21,526,0,-10,-5,-5
720575940618665339,right,T5b,525,-1,-20,-9,-11
720575940618665595,right,T4c,480,3,-19,-13,-6
720575940618666909,left,Tm20,740,2,-8,-6,-2
720575940618668421,left,T3,239,-6,6,9,-3
720575940618668760,left,T3,52,-1,-22,-10,-12
720575940618669726,left,Tm3,550,-2,3,3,0
720575940618669773,left,T5a,497,6,1,-6,7
720575940618669908,right,R8,753,-3,24,15,9
720575940618670370,right,Tm4,365,4,7,-1,8
720575940618670875,left,Mi1,483,2,-7,-6,-1
720575940618671650,left,L2,5,-1,16,9,7
720575940618671906,left,Tm4,253,5,16,3,13
720575940618672286,left,Tm20,9,4,9,0,9
720575940618672293,right,Tm1,360,-5,19,14,5
720575940618673472,right,L5,759,7,14,0,14
720575940618674821,left,T3,115,-4,2,5,-3
720575940618676381,left,R7,75,-6,14,13,1
720575940618676800,left,T4b,746,-3,3,4,-1
720575940618677766,left,L4,639,-4,19,13,6
720575940618677893,left,T5a,81,6,-2,-7,5
720575940618679069,right,R8,216,2,19,7,12
720575940618679579,right,L1,576,0,28,14,14
720575940618680354,left,Tm4,365,4,7,-1,8
720575940618681122,left,Mi4,301,-5,16,13,3
720575940618681920,right,Tm20,665,7,-2,-8,6
720575940618682448,left,T5d,477,-3,2,4,-2
720575940618683456,right,Tm21,525,-1,-20,-9,-11
720575940618683469,right,Mi4,780,-6,25,18,7
720575940618683677,left,T4d,345,3,-12,-9,-3
720575940618684422,left,L3,748,-4,20,14,6
720575940618684480,left,T5c,34,6,18,3,15
720575940618684673,right,R8,524,4,-20,-14,-6
720575940618685268,right,Tm20,148,-7,-11,1,-12
720575940618686285,right,Mi9,780,-6,25,18,7
720575940618686754,left,Mi9,683,2,6,1,5
720575940618686804,left,T1,141,5,-23,-17,-6
720575940618688133,left,T3,112,-6,1,6,-5
720575940618689349,right,Tm1,675,-7,19,16,3
720575940618689950,right,Tm9,206,-3,5,5,0
720575940618690205,left,L5,40,-2,-6,-1,-5
720575940618693154,left,T4c,226,5,19,4,15
720575940618693661,left,Tm3,282,0,26,13,13
720575940618693716,right,Tm3,87,1,11,4,7
720575940618693965,right,Tm3,780,-6,25,18,7
720575940618694104,left,Mi9,21,-2,19,11,8
720575940618695965,right,Tm1,790,-2,-27,-12,-15
720575940618697506,right,Mi1,373,1,-21,-12,-9
720575940618697757,right,R8,346,-7,-9,2,-11
720575940618697967,right,Mi9,239,-6,6,9,-3
720575940618700248,right,T4a,649,-1,5,3,2
720575940618700322,right,T1,33,3,18,6,12
720575940618700504,right,T4c,609,-2,0,2,-2
720575940618701339,right,T1,697,1,-22,-12,-10
720575940618701888,left,Tm9,9,4,9,0,9
720575940618702619,left,C3,553,-3,16,11,5
720575940618703424,left,L1,350,1,15,6,9
720575940618703941,right,T4d,625,-2,24,14,10
720575940618704182,right,L1,216,2,19,7,12
720575940618704453,right,T4d,778,4,25,8,17
720575940618705954,left,Tm9,631,1,26,12,14
720575940618705974,left,L5,480,3,-19,-13,-6
720575940618710813,right,Mi1,207,1,29,13,16
720575940618713157,right,C2,345,3,-12,-9,-3
720575940618713634,right,R7,158,3,-5,-6,1
720575940618714235,right,T4d,773,5,-19,-15,-4
720575940618714651,left,T5b,367,-6,-15,-2,-13
720575940618717819,right,T5a,375,-6,7,9,-2
720575940618718288,right,Tm20,687,-6,-3,4,-7
720575940618719915,left,Tm9,602,4,-2,-5,3
720575940618720029,left,Tm1,8,-4,26,17,9
720575940618720926,right,T4d,532,-8,7,11,-4
720575940618721364,right,L3,63,4,12,2,10
720575940618721856,left,Tm21,758,5,-1,-6,5
720575940618722112,left,T4d,439,-3,-9,-2,-7
720575940618723397,left,T5a,363,7,-4,-9,5
720575940618723653,right,T1,426,-3,0,3,-3
720575940618724893,right,Tm1,662,2,-1,-3,2
720575940618724944,left,T1,211,-7,-1,6,-7
720575940618726740,left,C2,449,6,-16,-14,-2
720575940618727291,right,T4d,573,4,14,3,11
720575940618727760,right,Tm9,161,4,-14,-11,-3
720575940618728021,right,T2,23,-3,-16,-5,-11
720575940618728277,right,T2a,617,-2,-17,-7,-10
720575940618728606,right,Mi1,208,5,-21,-16,-5
720575940618730107,right,T5a,732,-3,6,6,0
720575940618730269,right,Mi9,779,5,24,7,17
720575940618730781,left,Tm9,214,-5,3,6,-3
720575940618730832,left,Tm20,169,0,-18,-9,-9
720575940618731899,right,Tm21,555,-4,9,8,1
720575940618732545,left,C2,673,2,5,0,5
720575940618734107,left,Tm4,488,7,5,-5,10
720575940618734144,right,Tm3,167,0,-17,-9,-8
720575940618734400,left,Tm20,618,-1,24,13,11
720575940618736448,right,C3,231,4,-12,-10,-2
720575940618737153,left,T3,374,2,13,4,9
720575940618737221,left,Tm21,735,1,-23,-13,-10
720575940618737748,right,L1,522,-4,0,4,-4
720575940618739136,right,Mi1,209,-3,-8,-1,-7
720575940618744098,left,C3,338,-1,0,1,-1
720575940618744645,left,Tm20,402,3,26,10,16
720575940618745839,right,Tm1,174,4,-15,-12,-3
720575940618746944,left,T2,685,-5,-9,0,-9
720575940618748445,right,C2,497,6,1,-6,7
720575940618748830,left,T2a,161,4,-14,-11,-3
720575940618749238,right,C3,218,2,10,3,7
720575940618750006,right,T4c,626,-5,-8,1,-9
720575940618750491,right,Tm1,664,1,-27,-15,-12
720575940618751045,left,T5b,618,-1,24,13,11
720575940618751312,right,Tm9,500,7,-8,-11,3
720575940618751808,left,Tm1,461,7,-5,-10,5
720575940618752325,left,Tm21,271,4,6,-1,7
720575940618752837,left,T4b,643,6,14,1,13
720575940618752845,right,Tm2,273,-6,23,17,6
720575940618752853,right,T5a,151,-3,-14,-4,-10
720575940618753088,right,L1,279,-4,8,8,0
720575940618753565,right,Tm4,175,-6,-7,2,-9
720575940618753621,left,Tm4,708,-4,-25,-9,-16
720575940618754843,left,L3,670,5,5,-3,8
720575940618755638,right,T5a,557,6,-10,-11,1
720575940618756150,left,T4b,751,1,6,2,4
720575940618757147,right,T5d,266,-1,-25,-12,-13
720575940618757430,right,T4c,385,-3,-18,-6,-12
720575940618757686,left,T5c,568,-6,-8,2,-10
720575940618758278,right,Tm21,1,-6,13,12,1
720575940618758558,right,T2,211,-7,-1,6,-7
720575940618759734,right,Tm2,313,7,3,-6,9
720575940618759757,right,T2,273,-6,23,17,6
720575940618761243,right,L4,252,3,23,8,15
720575940618762397,left,R7,364,4,4,-2,6
720575940618763291,right,C2,580,-2,-23,-10,-13
720575940618763803,left,T4c,396,-1,10,6,4
720575940618764096,left,L3,673,2,5,0,5
720575940618766875,right,T1,724,4,2,-3,5
720575940618769665,right,R8,85,4,-22,-15,-7
720575940618769969,left,Mi1,31,0,16,8,8
720575940618770177,left,T2,707,-2,25,14,11
720575940618772416,right,L3,18,5,-16,-13,-3
720575940618773840,right,T4c,253,5,16,3,13
720575940618773844,left,L4,744,-4,25,16,9
720575940618774848,right,T4a,589,-1,-5,-2,-3
720575940618776354,right,T5d,167,0,-17,-9,-8
720575940618778914,right,T4d,334,1,-26,-14,-12
720575940618778960,right,T1,420,6,-3,-8,5
720575940618780706,left,L2,564,3,-23,-15,-8
720575940618780752,left,T5c,627,0,-1,-1,0
720575940618782021,right,L2,776,5,21,5,16
720575940618782599,right,T4c,768,3,5,-1,6
720575940618782797,right,Tm9,780,-6,25,18,7
720575940618782800,right,T2a,436,0,-15,-8,-7
720575940618782878,left,L5,336,0,23,11,12
720575940618783808,right,C3,417,-6,-10,1,-11
720575940618786205,right,Mi1,370,-3,21,13,8
720575940618787229,right,T5d,356,0,22,11,11
720575940618787668,left,C3,547,-1,21,11,10
720575940618791237,left,L3,689,-2,18,11,7
720575940618792773,left,T2a,224,0,5,2,3
720575940618793557,left,T3,614,-2,-8,-2,-6
720575940618793664,right,L5,546,3,6,0,6
720575940618794141,right,L4,478,-7,16,15,1
720575940618794565,left,C3,189,6,13,0,13
720575940618795077,left,Tm9,144,7,-11,-13,2
720575940618795099,right,Mi1,210,-6,8,10,-2
720575940618795840,left,T2,378,-3,18,12,6
720575940618796116,left,Tm1,630,4,8,0,8
720575940618796352,right,Tm2,86,-5,-7,1,-8
720575940618796701,left,L3,775,5,22,6,16
720575940618797120,right,L5,49,4,-4,-6,2
720575940618800088,right,Tm4,249,2,-12,-8,-4
720575940618801728,left,Tm2,225,2,-26,-15,-11
720575940618802000,right,T4a,710,4,-25,-17,-8
720575940618802757,left,Tm20,737,0,19,9,10
720575940618803136,right,Tm4,242,-4,6,7,-1
720575940618805627,left,T5a,687,-6,-3,4,-7
720575940618806429,left,T1,749,-2,1,2,-1
720575940618808491,right,L5,527,-4,-8,0,-8
720575940618813248,right,C3,236,-1,4,3,1
720575940618813563,right,T5d,748,-4,20,14,6
720575940618814277,right,L4,427,5,-18,-14,-4
720575940618814703,left,Tm2,264,-1,-6,-2,-4
720575940618814749,right,T2,302,2,17,6,11
720575940618814977,left,L2,719,1,27,12,15
720575940618815168,left,Tm1,118,3,1,-3,4
720575940618815808,left,Tm21,165,4,16,4,12
720575940618817403,left,T5a,69,1,8,3,5
720575940618818305,left,R7,15,2,-3,-4,1
720575940618818462,right,T4a,186,-1,26,14,12
720575940618818973,left,Tm4,177,-2,-1,1,-2
720575940618819974,right,T1,122,-5,9,9,0
720575940618820416,left,T2a,750,4,-24,-16,-8
720575940618821405,left,C2,195,-3,-1,2,-3
720575940618825024,left,Tm2,731,-6,9,10,-1
720575940618826314,right,Mi1,211,-7,-1,6,-7
720575940618827165,right,T1,477,-3,2,4,-2
720575940618827318,right,T4b,460,-3,-20,-7,-13
720575940618829083,right,C2,554,-9,-3,7,-10
720575940618829622,left,C2,110,-7,0,7,-7
720575940618829725,left,T1,701,0,-4,-2,-2
720575940618832720,right,T5a,401,-2,-19,-8,-11
720575940618833310,right,C3,641,-8,-5,5,-10
720575940618834945,left,C3,81,6,-2,-7,5
720575940618835201,left,L1,198,6,2,-5,7
720575940618836737,right,Tm9,339,6,11,-1,12
720575940618837332,right,Tm9,764,-8,-6,5,-11
720575940618837406,left,Tm21,18,5,-16,-13,-3
720575940618837844,right,T1,4,-5,-21,-6,-15
720575940618840221,right,L5,796,4,26,9,17
720575940618840321,left,Tm3,22,-1,3,2,1
720575940618841179,left,Tm1,419,-3,-11,-3,-8
720575940618841757,left,L4,42,-1,14,8,6
720575940618842166,left,L4,523,2,14,5,9
720575940618843037,right,T1,454,5,-12,-11,-1
720575940618843702,right,L1,528,2,7,1,6
720575940618845446,left,L4,636,0,6,3,3
720575940618848891,left,Mi9,356,0,22,11,11
720575940618849025,left,R7,697,1,-22,-12,-10
720575940618850644,left,L2,61,-4,-4,2,-6
720575940618851585,left,R7,124,1,-7,-5,-2
720575940618851613,right,T2,593,3,-14,-10,-4
720575940618852212,left,Tm9,477,-3,2,4,-2
720575940618852891,left,T2a,692,-4,24,16,8
720575940618854228,right,L1,6,-2,-4,0,-4
720575940618856246,right,C2,506,1,-12,-7,-5
720575940618856710,left,Mi1,330,3,3,-2,5
720575940618858304,left,Tm2,388,3,19,6,13
720575940618858653,left,C2,140,3,8,1,7
720575940618859421,right,L4,169,0,-18,-9,-9
720575940618860445,right,Mi1,681,-2,-21,-9,-12
720575940618862400,right,Mi9,443,-6,4,8,-4
720575940618862971,left,T4d,74,-1,-9,-4,-5
720575940618863153,right,T2a,465,3,0,-3,3
720575940618863387,left,T2,453,3,25,9,16
720575940618864542,right,Tm21,553,-3,16,11,5
720575940618864960,left,Tm3,166,0,18,9,9
720575940618865472,right,T4a,231,4,-12,-10,-2
720575940618867357,right,Tm4,569,6,6,-3,9
720575940618867796,right,L1,27,0,-25,-13,-12
720575940618868052,right,C2,453,3,25,9,16
720575940618869627,left,T5c,183,-5,-15,-3,-12
720575940618869789,right,Tm3,729,-3,29,17,12
720575940618871197,right,R8,298,-5,5,7,-2
720575940618871297,right,L3,39,0,20,10,10
720575940618872833,left,L1,518,-4,22,15,7
720575940618873115,right,C3,418,-2,15,9,6
720575940618873857,left,Tm3,684,-6,17,14,3
720575940618874369,left,L1,155,-8,13,14,-1
720575940618875190,left,C3,720,-5,21,15,6
720575940618875549,right,R8,690,-7,-3,5,-8
720575940618875805,right,Mi9,699,-5,0,5,-5
720575940618875905,left,Mi1,299,-4,12,10,2
720575940618876317,right,L2,684,-6,17,14,3
720575940618876417,left,R7,168,-1,17,9,8
720575940618878209,left,L1,508,-5,11,10,1
720575940618880566,right,Tm3,242,-4,6,7,-1
720575940618881620,right,Tm21,374,2,13,4,9
720575940618881694,right,Tm20,679,4,18,5,13
720575940618881950,left,T5d,277,7,-3,-9,6
720575940618882171,right,C3,120,-1,-1,0,-1
720575940618882427,right,T4b,187,3,21,7,14
720575940618883032,right,Tm9,531,1,0,-1,1
720575940618883924,left,R8,546,3,6,0,6
720575940618885243,right,T3,652,-6,-11,0,-11
720575940618886228,left,R8,734,2,0,-2,2
720575940618886747,right,C3,404,-1,20,11,9
720575940618887515,left,Mi1,271,4,6,-1,7
720575940618887686,left,T1,555,-4,9,8,1
720575940618888020,left,R8,768,3,5,-1,6
720575940618889029,right,Mi9,327,5,3,-4,7
720575940618889595,left,Tm2,256,5,-20,-15,-5
720575940618889863,left,Tm2,726,2,-28,-16,-12
720575940618890910,right,L5,795,6,-21,-17,-4
720575940618891521,right,T2,102,3,13,3,10
720575940618891805,left,L1,428,-2,23,13,10
720575940618892801,left,L5,5,-1,16,9,7
720575940618893825,left,Tm1,603,-3,-23,-9,-14
720575940618894494,right,Mi9,257,2,21,8,13
720575940618894917,right,L5,166,0,18,9,9
720575940618896197,right,L1,508,-5,11,10,1
720575940618896385,right,Tm1,529,2,-2,-3,1
720575940618896709,left,Tm3,764,7,11,-2,13
720575940618897733,left,T3,72,0,-28,-14,-14
720575940618898043,left,L3,665,7,-2,-8,6
720575940618899781,left,Tm20,491,7,-1,-8,7
720575940618902619,right,Tm3,203,3,-1,-4,3
720575940618902811,right,Mi1,161,4,-14,-11,-3
720575940618904653,right,T3,58,3,12,3,9
720575940618905246,left,T5d,74,-1,-9,-4,-5
720575940618905979,left,T2a,594,7,-16,-15,-1
720575940618906270,left,T4c,279,-4,8,8,0
720575940618906688,left,Tm20,93,-6,3,7,-4
720575940618906790,left,T5d,170,-5,1,5,-4
720575940618908062,left,T5c,320,-2,-5,-1,-4
720575940618908701,left,T2a,313,7,3,-6,9
720575940618910228,right,T4c,417,-6,-10,1,-11
720575940618910621,right,T4a,297,7,-9,-12,3
720575940618918523,left,T5a,503,3,17,5,12
720575940618919003,right,L3,672,-8,11,13,-2
720575940618919069,left,T2a,730,7,0,-7,7
720575940618919837,right,Tm9,715,4,10,1,9
720575940618920395,left,T5b,189,6,13,0,13
720575940618921473,left,L1,36,6,8,-2,10
720575940618922309,right,L4,578,4,-11,-10,-1
720575940618922653,right,L1,766,2,-4,-4,0
720575940618925435,left,L3,60,-8,8,12,-4
720575940618925739,right,Mi4,443,-6,4,8,-4
720575940618925947,right,T4c,610,2,-23,-14,-9
720575940618926875,left,T1,405,3,10,2,8
720575940618927451,right,L4,562,-5,-2,4,-6
720575940618927617,left,L1,559,-6,22,17,5
720575940618927700,left,R8,545,5,11,0,11
720575940618929477,left,T3,707,-2,25,14,11
720575940618930004,left,L2,681,-2,-21,-9,-12
720575940618931229,right,Mi1,430,-3,-7,-1,-6
720575940618931277,right,T5d,218,2,10,3,7
720575940618932939,right,L5,389,-6,-16,-2,-14
720575940618933149,left,T5c,577,5,-14,-12,-2
720575940618933302,right,C2,166,0,18,9,9
720575940618933451,right,L2,447,-1,2,2,0
720575940618935809,left,T1,607,1,18,8,10
720575940618936221,right,L3,696,-2,16,10,6
720575940618936645,right,Tm20,533,0,-16,-8,-8
720575940618936733,right,T4a,681,-2,-21,-9,-12
720575940618937373,left,R8,261,-1,13,7,6
720575940618937409,left,Mi4,97,-5,2,6,-4
720575940618937654,left,L3,33,3,18,6,12
720575940618937684,right,R8,500,7,-8,-11,3
720575940618939469,right,T5b,608,1,10,4,6
720575940618940318,left,T4a,147,1,21,9,12
720575940618941261,right,T5c,772,1,12,5,7
720575940618942843,right,T5a,542,6,-13,-13,0
720575940618943053,right,T5a,772,1,12,5,7
720575940618944069,left,Tm2,718,-5,24,17,7
720575940618944084,left,L1,388,3,19,6,13
720575940618946206,left,Tm20,739,-7,2,8,-6
720575940618946843,right,T1,575,6,9,-2,11
720575940618947230,right,L3,60,-8,8,12,-4
720575940618947382,left,L1,81,6,-2,-7,5
720575940618950221,right,T5b,556,0,10,5,5
720575940618951232,left,Mi9,156,-9,1,9,-8
720575940618951508,left,L1,486,0,1,0,1
720575940618951581,left,L2,624,1,-17,-10,-7
720575940618953812,left,T4a,578,4,-11,-10,-1
720575940618954580,left,T1,45,-5,-1,4,-5
720575940618955845,left,Tm4,745,0,13,6,7
720575940618956317,right,L5,321,8,4,-6,10
720575940618957140,left,L1,703,-3,1,3,-2
720575940618957396,left,L1,477,-3,2,4,-2
720575940618958337,left,R8,44,5,-10,-10,0
720575940618959622,left,Mi1,768,3,5,-1,6
720575940618961624,right,L3,271,4,6,-1,7
720575940618962136,right,T5b,468,-3,11,8,3
720575940618963739,left,R8,618,-1,24,13,11
720575940618964052,right,L3,488,7,5,-5,10
720575940618965918,right,T3,585,-1,-23,-11,-12
720575940618967067,left,L5,162,-4,-2,3,-5
720575940618968222,right,T2a,515,-8,-7,4,-11
720575940618969152,left,Mi1,632,3,-20,-13,-7
720575940618969684,left,T1,357,4,17,4,13
720575940618970113,right,T2,364,4,4,-2,6
720575940618971163,right,T1,398,-3,22,14,8
720575940618971717,left,T4c,399,-2,-28,-12,-16
720575940618972673,left,L3,424,-3,-2,2,-4
720575940618974533,right,T1,625,-2,24,14,10
720575940618976750,right,Tm1,383,-6,11,11,0
720575940618976795,left,C2,372,1,-2,-2,0
720575940618977053,left,L4,412,-6,21,16,5
720575940618977108,left,L4,575,6,9,-2,11
720575940618977182,left,T3,712,-7,12,13,-1
720575940618978358,right,T5d,334,1,-26,-14,-12
720575940618979126,left,T4a,395,0,-22,-11,-11
720575940618979402,right,T4d,562,-5,-2,4,-6
720575940618979924,left,L3,577,5,-14,-12,-2
720575940618980662,left,T5c,356,0,22,11,11
720575940618980677,left,C2,257,2,21,8,13
720575940618981278,left,T4a,633,-1,-24,-11,-13
720575940618981534,right,Tm4,620,7,1,-7,8
720575940618983709,left,L5,14,0,-27,-14,-13
720575940618984020,left,L5,207,1,29,13,16
720575940618984315,right,T4b,555,-4,9,8,1
720575940618984606,left,T5c,528,2,7,1,6
720575940618985432,right,Tm9,687,-6,-3,4,-7
720575940618985541,right,L3,253,5,16,3,13
720575940618985630,right,Tm20,605,3,15,4,11
720575940618986107,left,T4c,677,0,11,5,6
720575940618986119,left,Tm20,648,1,7,2,5
720575940618988190,right,Tm4,40,-2,-6,-1,-5
720575940618988829,left,L1,717,2,-22,-13,-9
720575940618989085,left,L5,55,-4,-11,-2,-9
720575940618989214,right,T4a,476,-1,15,8,7
720575940618989853,left,Mi1,547,-1,21,11,10
720575940618990337,left,L5,228,-7,1,7,-6
720575940618990365,left,L1,395,0,-22,-11,-11
720575940618990689,right,Mi4,24,-1,-10,-4,-6
720575940618991133,left,Mi9,131,-6,20,16,4
720575940618991389,left,L1,584,4,23,7,16
720575940618991739,left,Tm9,460,-3,-20,-7,-13
720575940618992448,left,T4b,672,-8,11,13,-2
720575940618992798,right,L1,387,-1,-15,-7,-8
720575940618993437,left,L3,13,-1,-26,-12,-14
720575940618994043,left,T5b,236,-1,4,3,1
720575940618994299,left,L3,246,-4,15,11,4
720575940618994347,left,Tm21,9,4,9,0,9
720575940618995028,right,Mi1,192,7,10,-2,12
720575940618996347,left,T4b,263,-3,4,5,-1
720575940618996534,left,T2,355,-7,-6,4,-10
720575940618996894,right,T2,19,-7,17,15,2
720575940618997076,left,C3,444,4,-10,-9,-1
720575940618997277,left,T5b,447,-1,2,2,0
720575940618998085,left,R8,244,-4,-12,-2,-10
720575940618999350,right,Mi9,164,-1,-2,0,-2
720575940618999380,left,R7,562,-5,-2,4,-6
720575940618999461,right,T5b,396,-1,10,6,4
720575940619000389,left,T2,768,3,5,-1,6
720575940619000640,left,T1,242,-4,6,7,-1
720575940619005725,left,L5,610,2,-23,-14,-9
720575940619006317,left,T5a,170,-5,1,5,-4
720575940619006366,right,Tm20,372,1,-2,-2,0
720575940619007489,right,R8,558,-4,-21,-7,-14
720575940619007611,left,T4a,642,-5,-11,-1,-10
720575940619007867,right,T4a,790,-2,-27,-12,-15
720575940619009108,left,L2,135,-3,-22,-8,-14
720575940619009309,left,C3,626,-5,-8,1,-9
720575940619009565,left,Tm4,668,1,19,8,11
720575940619010112,right,T1,626,-5,-8,1,-9
720575940619010117,left,R7,571,0,-14,-7,-7
720575940619012510,right,L3,648,1,7,2,5
720575940619012637,left,L3,452,1,-9,-6,-3
720575940619013686,left,Mi9,667,1,-28,-15,-13
720575940619014685,right,C3,483,2,-7,-6,-1
720575940619016001,right,Tm1,526,0,-10,-5,-5
720575940619016315,right,C3,406,1,-25,-14,-11
720575940619016408,right,T5b,387,-1,-15,-7,-8
720575940619016571,left,L4,310,2,22,9,13
720575940619018779,right,Mi1,796,4,26,9,17
720575940619019313,right,T4c,2,-8,2,9,-7
720575940619019547,left,T2,409,0,-3,-2,-1
720575940619019605,left,Tm2,15,2,-3,-4,1
720575940619020573,left,L2,441,3,-16,-11,-5
720575940619020667,left,L4,388,3,19,6,13
720575940619021989,left,C2,585,-1,-23,-11,-12
720575940619022165,left,T5c,44,5,-10,-10,0
720575940619022529,right,Mi4,18,5,-16,-13,-3
720575940619022757,right,T5b,18,5,-16,-13,-3
720575940619023774,left,Tm4,187,3,21,7,14
720575940619025601,right,T5c,71,-2,-3,0,-3
720575940619025974,left,T3,85,4,-22,-15,-7
720575940619026203,left,Mi1,365,4,7,-1,8
720575940619026715,left,L1,677,0,11,5,6
720575940619027520,left,L2,753,-3,24,15,9
720575940619028737,right,R7,8,-4,26,17,9
720575940619029277,left,C3,62,-2,-29,-13,-16
720575940619030853,right,L2,28,5,6,-2,8
720575940619035931,left,T4d,278,-5,10,10,0
720575940619037953,left,Mi9,624,1,-17,-10,-7
720575940619037972,right,Tm20,600,3,-10,-8,-2
720575940619038491,left,T4a,122,-5,9,9,0
720575940619039773,right,Tm21,467,-2,-20,-8,-12
720575940619039937,left,T4d,160,-2,20,12,8
720575940619040513,right,Mi4,537,0,-23,-12,-11
720575940619040795,left,R7,429,-2,14,9,5
720575940619041334,left,C3,161,4,-14,-11,-3
720575940619041752,right,Tm1,57,6,-11,-12,1
720575940619043156,right,Tm20,640,-1,-16,-7,-9
720575940619043413,right,T4d,639,-4,19,13,6
720575940619043841,left,L4,28,5,6,-2,8
720575940619045957,right,R7,542,6,-13,-13,0
720575940619047169,right,L3,523,2,14,5,9
720575940619049125,right,T2a,274,6,4,-4,8
720575940619054238,left,T4a,311,-7,15,14,1
720575940619054641,left,Mi4,145,0,4,2,2
720575940619055444,right,C2,362,2,-20,-12,-8
720575940619055643,left,L3,717,2,-22,-13,-9
720575940619056037,right,Tm2,733,-5,-17,-4,-13
720575940619056413,right,L1,495,4,5,-2,7
720575940619057531,right,T4a,169,0,-18,-9,-9
720575940619058177,left,Tm9,123,-8,10,13,-3
720575940619058205,right,T2a,23,-3,-16,-5,-11
720575940619058742,left,T5a,716,4,-6,-7,1
720575940619058772,left,T5d,669,4,-16,-12,-4
720575940619060638,right,Tm20,217,6,15,1,14
720575940619060673,right,T4b,541,-4,14,11,3
720575940619062299,left,Tm4,667,1,-28,-15,-13
720575940619062693,right,T4b,692,-4,24,16,8
720575940619063892,right,Tm3,556,0,10,5,5
720575940619064443,left,L3,392,-4,7,7,0
720575940619065373,right,L2,600,3,-10,-8,-2
720575940619066095,right,Tm2,429,-2,14,9,5
720575940619066369,right,T1,659,-4,-6,1,-7
720575940619066964,left,C3,509,-4,10,9,1
720575940619067045,right,Tm2,397,-3,-19,-7,-12
720575940619067213,right,T5c,87,1,11,4,7
720575940619068436,left,T5b,355,-7,-6,4,-10
720575940619069758,right,Mi9,693,-3,25,15,10
720575940619070366,right,L1,436,0,-15,-8,-7
720575940619070465,left,L3,686,5,-22,-16,-6
720575940619070493,right,C2,494,0,29,14,15
720575940619071060,left,T3,756,5,20,5,15
720575940619072001,right,R8,664,1,-27,-15,-12
720575940619073334,right,Tm4,734,2,0,-2,2
720575940619074587,right,C3,111,2,-24,-14,-10
720575940619074644,left,T2,329,0,24,12,12
720575940619075566,right,T2a,204,5,-2,-6,4
720575940619075661,right,T5b,69,1,8,3,5
720575940619076692,left,Tm4,421,-1,12,7,5
