root_id,hemisphere,type,column_id,x,y,p,q
720575940627562250,right,T4c,213,3,-4,-5,1
720575940627562920,right,T5a,573,4,14,3,11
720575940627563087,left,T5d,256,5,-20,-15,-5
720575940627563550,right,R8,183,-5,-15,-3,-12
720575940627563653,right,Mi4,343,-3,27,16,11
720575940627564817,left,Mi9,704,-7,8,11,-3
720575940627565650,right,Tm20,563,5,-13,-12,-1
720575940627566869,left,L4,758,5,-1,-6,5
720575940627566930,left,T5a,262,1,-11,-7,-4
720575940627567620,right,Tm20,479,-2,10,7,3
720575940627568259,left,T5c,254,3,-24,-15,-9
720575940627570309,right,Tm2,547,-1,21,11,10
720575940627570451,left,C2,717,2,-22,-13,-9
720575940627571773,right,T5d,784,-4,29,18,11
720575940627572099,right,L2,472,1,25,11,14
720575940627572815,left,T4a,144,7,-11,-13,2
720575940627573035,right,T5a,569,6,6,-3,9
720575940627574035,right,C2,255,-6,-13,-1,-12
720575940627576125,right,T5a,343,-3,27,16,11
720575940627576381,right,T5c,343,-3,27,16,11
720575940627576904,right,T2,482,1,17,7,10
720575940627577105,right,L3,389,-6,-16,-2,-14
720575940627578938,left,T4b,18,5,-16,-13,-3
720575940627579665,right,T3,123,-8,10,13,-3
720575940627579934,right,T5d,456,0,21,10,11
720575940627580029,right,L4,322,2,26,11,15
720575940627580232,left,L1,671,-4,-23,-8,-15
720575940627580541,right,L4,681,-2,-21,-9,-12
720575940627582525,right,T4d,780,-6,25,18,7
720575940627582972,left,Mi1,579,-3,-10,-2,-8
720575940627583048,left,Tm9,398,-3,22,14,8
720575940627583321,left,C3,620,7,1,-7,8
720575940627584787,right,T5b,290,5,-24,-17,-7
720575940627585929,right,Mi9,27,0,-25,-13,-12
720575940627586920,left,Tm2,485,-3,-3,1,-4
720575940627587205,left,Tm4,650,-3,-25,-10,-15
720575940627588178,left,T4c,364,4,4,-2,6
720575940627588953,left,R7,20,3,-11,-9,-2
720575940627589288,right,T5c,350,1,15,6,9
720575940627589642,left,T3,315,-3,-6,0,-6
720575940627591496,left,T2a,581,3,9,1,8
720575940627591503,right,Tm20,339,6,11,-1,12
720575940627591506,left,L3,627,0,-1,-1,0
720575940627592018,right,Mi4,45,-5,-1,4,-5
720575940627592088,left,T4b,223,-2,26,15,11
720575940627593561,left,T2,700,5,15,2,13
720575940627594005,left,Mi1,466,1,14,6,8
720575940627594236,right,Tm20,6,-2,-4,0,-4
720575940627595012,right,T4d,193,-5,4,7,-3
720575940627598852,right,T4a,369,5,-5,-8,3
720575940627600271,right,Tm9,407,-5,-10,0,-10
720575940627600765,left,Tm21,503,3,17,5,12
720575940627601210,left,Tm2,17,1,-5,-4,-1
720575940627601234,left,L2,279,-4,8,8,0
720575940627601753,right,L1,287,-5,13,11,2
720575940627602206,right,R8,634,-3,-15,-5,-10
720575940627603230,right,R8,226,5,19,4,15
720575940627604739,left,T1,386,-6,19,15,4
720575940627604825,left,R7,544,3,-13,-10,-3
720575940627605534,left,L5,17,1,-5,-4,-1
720575940627607057,left,T3,395,0,-22,-11,-11
720575940627607829,left,T5c,549,0,-9,-5,-4
720575940627609433,left,L4,413,-2,-7,-2,-5
720575940627609725,left,L3,193,-5,4,7,-3
720575940627611208,left,T5a,255,-6,-13,-1,-12
720575940627611269,left,L2,90,-4,5,6,-1
720575940627611517,right,Mi1,469,-7,13,13,0
720575940627611962,left,L4,318,4,-19,-14,-5
720575940627612177,left,Tm4,752,-2,7,5,2
720575940627612181,right,L4,379,3,-17,-12,-5
720575940627612218,left,Tm3,318,4,-19,-14,-5
720575940627612815,left,L2,404,-1,20,11,9
720575940627612824,left,T4b,613,6,-23,-18,-5
720575940627612945,right,C3,604,-6,-17,-3,-14
720575940627616277,left,T4b,508,-5,11,10,1
720575940627617546,left,L5,259,-7,-5,4,-9
720575940627618968,left,T1,462,-1,18,10,8
720575940627619783,left,Mi9,140,3,8,1,7
720575940627621380,left,T3,709,-2,-24,-10,-14
720575940627621395,left,T5a,469,-7,13,13,0
720575940627621909,right,T5a,179,-5,-16,-3,-13
720575940627621962,left,Tm3,576,0,28,14,14
720575940627622673,left,T5b,758,5,-1,-6,5
720575940627623482,left,T2,52,-1,-22,-10,-12
720575940627624847,left,Tm4,339,6,11,-1,12
720575940627624977,left,T4d,466,1,14,6,8
720575940627626885,right,T1,261,-1,13,7,6
720575940627627602,left,Mi9,16,-2,-16,-6,-10
720575940627627657,left,T4d,736,-8,1,8,-7
720575940627629114,right,L5,417,-6,-10,1,-11
720575940627629585,left,T5c,708,-4,-25,-9,-16
720575940627629720,left,C2,118,3,1,-3,4
720575940627630123,right,Tm1,685,-5,-9,0,-9
720575940627630138,left,T2,250,-1,1,1,0
720575940627630568,left,Tm2,544,3,-13,-10,-3
720575940627630674,left,Mi1,216,2,19,7,12
720575940627632122,left,Tm9,529,2,-2,-3,1
720575940627632138,left,T5a,222,-3,26,16,10
720575940627633384,right,L1,239,-6,6,9,-3
720575940627633412,right,L1,493,-3,23,14,9
720575940627633736,left,T4d,649,-1,5,3,2
720575940627633738,right,Mi4,571,0,-14,-7,-7
720575940627633863,right,Tm2,121,-8,4,10,-6
720575940627633978,left,Tm4,502,5,8,-1,9
720575940627633992,left,T5c,741,-2,-14,-5,-9
720575940627634521,left,L5,445,-2,8,6,2
720575940627634777,left,L1,642,-5,-11,-1,-10
720575940627635473,left,L2,570,2,25,10,15
720575940627635837,right,Tm20,125,5,9,-1,10
720575940627635972,right,T5b,60,-8,8,12,-4
720575940627636296,left,T5d,743,6,-19,-16,-3
720575940627636313,left,L1,124,1,-7,-5,-2
720575940627636423,right,Tm21,248,-6,0,6,-6
720575940627636569,left,L5,351,-1,-17,-8,-9
720575940627637586,right,Tm21,589,-1,-5,-2,-3
720575940627638917,left,T4d,507,-5,-12,-1,-11
720575940627639375,left,T2a,191,-1,-11,-5,-6
720575940627641167,left,T2a,77,2,-5,-5,0
720575940627641416,left,T5d,166,0,18,9,9
720575940627642186,left,C2,783,-4,28,18,10
720575940627642645,right,T4b,167,0,-17,-9,-8
720575940627642757,left,T4d,126,3,11,2,9
720575940627642938,right,Tm3,384,-6,-2,5,-7
720575940627643005,right,Tm4,331,1,-15,-9,-6
720575940627644412,right,Tm1,589,-1,-5,-2,-3
720575940627644693,left,T5d,22,-1,3,2,1
720575940627644730,left,Mi9,154,-8,0,8,-8
720575940627645205,right,Tm2,402,3,26,10,16
720575940627645461,left,T4b,151,-3,-14,-4,-10
720575940627645973,right,T4a,787,3,28,11,17
720575940627646737,left,Tm20,100,2,-10,-7,-3
720575940627648019,right,L1,527,-4,-8,0,-8
720575940627648847,right,T5a,1,-6,13,12,1
720575940627649359,right,L5,191,-1,-11,-5,-6
720575940627649546,left,Mi9,703,-3,1,3,-2
720575940627651093,left,T5c,78,2,20,8,12
720575940627651130,left,T2a,417,-6,-10,1,-11
720575940627651736,left,T1,718,-5,24,17,7
720575940627652371,left,L3,421,-1,12,7,5
720575940627652410,left,Tm1,449,6,-16,-14,-2
720575940627652629,left,T4c,266,-1,-25,-12,-13
720575940627653419,right,L5,202,-1,27,14,13
720575940627654202,right,Mi4,373,1,-21,-12,-9
720575940627654489,left,L2,703,-3,1,3,-2
720575940627655699,right,C2,381,-8,-9,3,-12
720575940627656616,left,Tm9,273,-6,23,17,6
720575940627656956,right,Tm1,322,2,26,11,15
720575940627657749,right,T4c,757,0,-6,-3,-3
720575940627657853,left,T4d,572,-8,3,9,-6
720575940627657969,left,T4c,302,2,17,6,11
720575940627657988,left,Tm1,643,6,14,1,13
720575940627658066,right,Tm2,792,8,2,-7,9
720575940627658259,right,Tm9,365,4,7,-1,8
720575940627658795,left,T5a,706,5,-27,-19,-8
720575940627659133,right,L5,292,-4,18,13,5
720575940627659834,left,Mi4,146,1,-6,-4,-2
720575940627661077,right,Tm2,269,2,-19,-12,-7
720575940627661370,left,Mi1,357,4,17,4,13
720575940627661464,left,C3,309,-6,12,12,0
720575940627661640,right,T5b,286,0,-24,-12,-12
720575940627661711,right,T3,420,6,-3,-8,5
720575940627662138,right,L3,98,-1,-12,-5,-7
720575940627662985,left,Tm21,558,-4,-21,-7,-14
720575940627663193,left,L2,781,8,2,-7,9
720575940627664719,left,T5c,121,-8,4,10,-6
720575940627664773,left,T4c,698,6,-7,-10,3
720575940627665048,left,Mi9,692,-4,24,16,8
720575940627665304,left,T5c,669,4,-16,-12,-4
720575940627666283,right,L4,31,0,16,8,8
720575940627666462,right,Tm1,179,-5,-16,-3,-13
720575940627666709,left,T5a,33,3,18,6,12
720575940627667538,left,L4,39,0,20,10,10
720575940627667794,right,Tm3,334,1,-26,-14,-12
720575940627667801,left,Tm20,278,-5,10,10,0
720575940627668245,left,T5a,86,-5,-7,1,-8
720575940627669239,right,Mi1,470,4,-9,-9,0
720575940627669885,left,Mi9,223,-2,26,15,11
720575940627671061,right,T4d,230,2,9,2,7
720575940627671122,left,T4b,472,1,25,11,14
720575940627671177,right,Tm20,235,4,11,1,10
720575940627672074,left,T4b,412,-6,21,16,5
720575940627672634,left,Tm3,475,-4,-1,3,-4
720575940627674255,left,T5a,414,4,21,6,15
720575940627675474,right,T1,740,2,-8,-6,-2
720575940627675983,right,T2a,93,-6,3,7,-4
720575940627676934,right,T5a,91,-1,6,4,2
720575940627676945,left,T4a,241,2,-17,-11,-6
720575940627676971,right,T2a,49,4,-4,-6,2
720575940627677071,right,Tm3,333,0,-21,-11,-10
720575940627679869,left,Tm4,613,6,-23,-18,-5
720575940627680584,right,C2,526,0,-10,-5,-5
720575940627681103,right,T5c,531,1,0,-1,1
720575940627681864,right,Tm21,186,-1,26,14,12
720575940627682069,left,T4b,433,0,-8,-4,-4
720575940627682556,right,T5c,736,-8,1,8,-7
720575940627682577,right,T5d,501,1,2,0,2
720575940627683076,left,Tm1,219,6,-4,-8,4
720575940627683727,left,T5d,132,2,4,0,4
720575940627683898,right,Tm21,378,-3,18,12,6
720575940627685397,right,L3,324,3,24,9,15
720575940627685419,right,T5c,525,-1,-20,-9,-11
720575940627685739,right,L4,5,-1,16,9,7
720575940627686226,right,L2,659,-4,-6,1,-7
720575940627686942,right,L1,44,5,-10,-10,0
720575940627687496,right,Tm9,711,-1,19,10,9
720575940627687762,right,T1,182,7,-10,-12,2
720575940627687927,left,Tm1,97,-5,2,6,-4
720575940627687939,left,Tm9,499,5,10,0,10
720575940627692626,right,L4,160,-2,20,12,8
720575940627693114,left,T4d,643,6,14,1,13
720575940627693906,right,T3,725,-3,-24,-9,-15
720575940627694479,right,C2,123,-8,10,13,-3
720575940627694595,left,T4b,109,4,-5,-7,2
720575940627694824,right,C3,529,2,-2,-3,1
720575940627695749,left,Mi1,178,2,11,3,8
720575940627695954,left,C2,214,-5,3,6,-3
720575940627696978,left,T5d,140,3,8,1,7
720575940627698248,left,Mi4,671,-4,-23,-8,-15
720575940627698947,right,T4d,489,-3,10,8,2
720575940627700040,right,T3,667,1,-28,-15,-13
720575940627700818,left,T5c,53,5,14,2,12
720575940627700888,right,C2,570,2,25,10,15
720575940627702012,right,T4d,569,6,6,-3,9
720575940627702534,right,T4c,707,-2,25,14,11
720575940627703122,left,L3,336,0,23,11,12
720575940627703897,right,L4,617,-2,-17,-7,-10
720575940627704197,left,T4c,208,5,-21,-16,-5
720575940627704316,right,Tm3,506,1,-12,-7,-5
720575940627704402,left,L5,596,-4,-16,-4,-12
720575940627704595,left,T2,141,5,-23,-17,-6
720575940627704719,left,T5a,168,-1,17,9,8
720575940627705426,left,T5a,771,3,-27,-17,-10
720575940627705512,left,Tm3,221,-7,3,8,-5
720575940627705603,right,T5a,619,-4,-19,-6,-13
720575940627705621,right,T5c,577,5,-14,-12,-2
720575940627705875,left,T5b,597,4,1,-4,5
720575940627706122,left,T5c,322,2,26,11,15
720575940627707529,right,L1,762,0,14,7,7
720575940627707785,right,Tm4,220,2,-6,-5,-1
720575940627708744,left,T4a,743,6,-19,-16,-3
720575940627708779,right,L4,547,-1,21,11,10
720575940627709565,right,R8,734,2,0,-2,2
720575940627709672,right,T4d,40,-2,-6,-1,-5
720575940627709775,right,Tm2,609,-2,0,2,-2
720575940627709839,right,Tm21,329,0,24,12,12
720575940627710034,left,Mi9,438,2,27,11,16
720575940627710863,left,Mi9,187,3,21,7,14
720575940627710888,left,Tm21,651,-4,-5,1,-6
720575940627711492,right,Tm3,29,-1,-3,-1,-2
720575940627712275,right,L5,495,4,5,-2,7
720575940627712584,left,T4d,723,-2,-11,-4,-7
720575940627713149,left,L2,101,-7,6,10,-4
720575940627713532,right,L4,732,-3,6,6,0
720575940627713673,left,L4,559,-6,22,17,5
720575940627713947,left,T2,220,2,-6,-5,-1
720575940627714325,left,C3,175,-6,-7,2,-9
720575940627714570,left,T5b,688,-7,10,12,-2
720575940627714642,left,L5,671,-4,-23,-8,-15
720575940627715093,right,Tm21,762,0,14,7,7
720575940627715407,right,Tm3,673,2,5,0,5
720575940627715717,left,T5a,91,-1,6,4,2
720575940627715764,right,L2,746,-3,3,4,-1
720575940627715973,left,T5c,169,0,-18,-9,-9
720575940627715977,left,T2a,391,4,-3,-6,3
720575940627717288,right,T4d,172,1,22,10,12
720575940627717397,left,T3,431,-2,-10,-3,-7
720575940627717448,right,L5,65,-1,28,15,13
720575940627718296,right,R7,272,3,-2,-4,2
720575940627718738,right,L4,738,-3,13,9,4
720575940627718984,left,T5a,404,-1,20,11,9
720575940627719257,left,Tm4,202,-1,27,14,13
720575940627719301,left,L1,556,0,10,5,5
720575940627719434,left,L3,466,1,14,6,8
720575940627719496,left,T5d,649,-1,5,3,2
720575940627719752,left,T5c,742,-4,11,9,2
720575940627720469,left,Tm9,676,-3,-21,-8,-13
720575940627721295,right,Tm20,151,-3,-14,-4,-10
720575940627722568,left,T4c,527,-4,-8,0,-8
720575940627722841,right,T1,766,2,-4,-4,0
720575940627723416,right,Mi1,233,4,-13,-11,-2
720575940627723645,left,T5b,783,-4,28,18,10
720575940627724456,right,T4c,55,-4,-11,-2,-9
720575940627724616,right,Tm21,387,-1,-15,-7,-8
720575940627724968,left,T5a,458,5,0,-5,5
720575940627725072,left,Mi1,491,7,-1,-8,7
720575940627725224,left,T5a,119,-2,6,5,1
720575940627725957,right,T2a,722,6,-15,-14,-1
720575940627726162,left,Mi4,678,3,-7,-7,0
720575940627726312,left,T4b,636,0,6,3,3
720575940627726504,left,Tm9,426,-3,0,3,-3
720575940627726937,right,C3,612,-3,-26,-10,-16
720575940627727016,right,T5b,603,-3,-23,-9,-14
720575940627727134,right,T4a,276,2,3,-1,4
720575940627728657,right,C3,276,2,3,-1,4
720575940627729807,left,Tm9,474,-3,-17,-6,-11
720575940627730793,right,T4a,109,4,-5,-7,2
720575940627731112,right,T4b,194,0,-5,-3,-2
720575940627731204,left,Mi9,665,7,-2,-8,6
720575940627731210,left,Mi4,552,4,-1,-5,4
720575940627731801,right,Mi9,247,-4,-15,-4,-11
720575940627731837,right,L1,258,-4,-17,-5,-12
720575940627732569,right,L4,51,0,-19,-10,-9
720575940627732818,right,Tm21,85,4,-22,-15,-7
720575940627732904,right,T4c,723,-2,-11,-4,-7
720575940627733125,left,T5d,340,-4,17,12,5
720575940627733447,right,Mi1,472,1,25,11,14
720575940627733593,right,Tm21,359,2,23,9,14
720575940627734415,left,Mi9,743,6,-19,-16,-3
720575940627734788,right,T3,459,5,-3,-7,4
720575940627735173,left,T2,508,-5,11,10,1
720575940627736326,right,T4b,328,5,-9,-10,1
720575940627737348,right,C2,503,3,17,5,12
720575940627737481,right,L1,738,-3,13,9,4
720575940627737725,right,C3,53,5,14,2,12
720575940627739978,right,L4,715,4,10,1,9
720575940627741706,left,T3,594,7,-16,-15,-1
720575940627741713,left,T2,647,-4,-7,0,-7
720575940627741754,left,T5b,358,-3,17,11,6
720575940627743034,left,T1,463,5,17,3,14
720575940627743144,left,T4b,507,-5,-12,-1,-11
720575940627743400,right,L1,138,0,27,13,14
720575940627745385,left,T4c,222,-3,26,16,10
720575940627745918,right,Tm3,360,-5,19,14,5
720575940627746069,right,T4c,16,-2,-16,-6,-10
720575940627746181,right,T1,442,-5,25,17,8
720575940627746393,right,L3,193,-5,4,7,-3
720575940627747082,right,L2,772,1,12,5,7
720575940627747144,right,T4d,587,4,22,7,15
720575940627747432,left,L5,568,-6,-8,2,-10
720575940627749116,left,T5d,602,4,-2,-5,3
720575940627749257,left,T1,689,-2,18,11,7
720575940627749382,left,Tm2,113,-2,4,4,0
720575940627749531,left,T4d,740,2,-8,-6,-2
720575940627750165,left,C2,650,-3,-25,-10,-15
720575940627750472,left,T5a,484,3,-9,-8,-1
720575940627750555,left,T5c,294,1,-20,-11,-9
720575940627750568,left,C3,618,-1,24,13,11
720575940627751430,left,Tm4,462,-1,18,10,8
720575940627752616,left,T4c,86,-5,-7,1,-8
720575940627753020,right,T3,160,-2,20,12,8
720575940627753128,left,T5a,30,6,16,2,14
720575940627753810,right,T4c,471,3,-26,-16,-10
720575940627754492,right,Tm20,392,-4,7,7,0
720575940627754889,left,L2,434,-3,7,6,1
720575940627755865,left,L3,530,-3,-13,-4,-9
720575940627756304,right,Tm9,48,-4,-22,-7,-15
720575940627756968,right,T4d,376,-7,-10,2,-12
720575940627757208,right,Mi1,229,5,2,-4,6
720575940627757800,right,T5b,418,-2,15,9,6
720575940627758340,left,T4d,726,2,-28,-16,-12
720575940627758858,left,T4a,288,-1,30,16,14
720575940627758869,right,Mi4,451,4,20,6,14
720575940627759705,right,C2,405,3,10,2,8
720575940627759753,right,T2a,538,-4,1,4,-3
720575940627759961,right,C2,697,1,-22,-12,-10
720575940627760015,left,T5d,6,-2,-4,0,-4
720575940627760104,left,Tm20,229,5,2,-4,6
720575940627760186,right,L4,452,1,-9,-6,-3
720575940627760280,right,R7,311,-7,15,14,1
720575940627760394,left,T4d,76,-3,-4,1,-5
720575940627760906,left,T4a,298,-5,5,7,-2
720575940627761210,right,T2a,505,6,-22,-17,-5
720575940627761674,right,Tm21,287,-5,13,11,2
720575940627762053,right,L4,630,4,8,0,8
720575940627762179,right,T4b,433,0,-8,-4,-4
720575940627762965,right,Tm20,189,6,13,0,13
720575940627763016,right,Tm21,227,-7,5,9,-4
720575940627763582,right,Mi1,473,-4,23,15,8
720575940627763855,right,T5d,709,-2,-24,-10,-14
720575940627764105,right,Tm20,382,3,-6,-6,0
720575940627764350,right,Mi1,474,-3,-17,-6,-11
720575940627764873,left,L2,171,6,-20,-16,-4
720575940627766268,right,T4d,743,6,-19,-16,-3
720575940627767685,right,Tm3,649,-1,5,3,2
720575940627768232,left,Tm20,243,-1,-21,-10,-11
720575940627768453,right,Tm2,129,0,-13,-7,-6
720575940627768775,right,T5a,320,-2,-5,-1,-4
720575940627768853,right,T3,397,-3,-19,-7,-12
720575940627768862,left,Mi1,452,1,-9,-6,-3
720575940627770344,right,T5d,457,-2,17,10,7
720575940627771737,right,Tm21,403,-2,-12,-4,-8
720575940627771986,left,Tm4,505,6,-22,-17,-5
720575940627772037,right,T4a,726,2,-28,-16,-12
720575940627772163,left,Mi9,93,-6,3,7,-4
720575940627772815,right,T4c,753,-3,24,15,9
720575940627773071,left,T5b,609,-2,0,2,-2
720575940627773096,right,Mi4,367,-6,-15,-2,-13
720575940627773416,right,T5b,508,-5,11,10,1
720575940627774095,left,T3,625,-2,24,14,10
720575940627774952,right,Tm1,553,-3,16,11,5
720575940627775019,right,Tm3,446,2,-14,-9,-5
720575940627775242,left,Tm20,248,-6,0,6,-6
720575940627775253,right,L1,534,3,2,-2,4
720575940627775562,right,Tm4,447,-1,2,2,0
720575940627776021,left,T3,418,-2,15,9,6
720575940627776143,right,T4d,306,3,7,0,7
720575940627776328,left,Tm20,7,-6,-6,3,-9
720575940627777129,left,T4c,284,0,25,12,13
720575940627777297,right,Tm20,158,3,-5,-6,1
720575940627777448,left,Mi4,701,0,-4,-2,-2
720575940627777960,left,Tm21,495,4,5,-2,7
720575940627778300,right,T5c,508,-5,11,10,1
720575940627778703,left,T5d,113,-2,4,4,0
720575940627778833,left,Tm2,709,-2,-24,-10,-14
720575940627779205,left,Mi1,438,2,27,11,16
720575940627780229,right,Tm21,35,1,-24,-13,-11
720575940627780629,left,T4a,649,-1,5,3,2
720575940627781019,right,Tm20,778,4,25,8,17
720575940627781272,right,L2,104,-1,-27,-13,-14
720575940627781690,left,T4d,449,6,-16,-14,-2
720575940627782543,left,Tm9,762,0,14,7,7
720575940627782673,right,Tm3,352,-2,28,16,12
720575940627783164,right,C2,555,-4,9,8,1
720575940627783293,left,L1,587,4,22,7,15
720575940627783817,right,Mi4,56,1,-13,-8,-5
720575940627783994,left,Tm2,304,6,5,-4,9
720575940627784264,right,T3,361,0,-7,-4,-3
720575940627784266,right,L4,618,-1,24,13,11
720575940627784520,right,T3,452,1,-9,-6,-3
720575940627784945,right,T2,415,6,12,0,12
720575940627784970,left,L4,445,-2,8,6,2
720575940627785605,right,L3,352,-2,28,16,12
720575940627786073,left,C2,404,-1,20,11,9
720575940627786515,left,T1,282,0,26,13,13
720575940627786517,left,T5b,284,0,25,12,13
720575940627786769,right,L2,257,2,21,8,13
720575940627787401,left,C2,710,4,-25,-17,-8
720575940627787578,right,T1,52,-1,-22,-10,-12
720575940627787780,right,Tm9,85,4,-22,-15,-7
720575940627788157,left,Tm9,37,1,5,1,4
720575940627788200,left,T3,485,-3,-3,1,-4
720575940627788309,left,L1,93,-6,3,7,-4
720575940627788968,left,Tm21,136,0,3,1,2
720575940627790076,right,T5b,105,3,22,8,14
720575940627791418,left,T2a,253,5,16,3,13
720575940627792327,left,T4c,5,-1,16,9,7
720575940627793064,left,T5a,663,0,8,4,4
720575940627793482,right,Tm20,221,-7,3,8,-5
720575940627794449,right,T3,428,-2,23,13,10
720575940627795289,left,Mi9,710,4,-25,-17,-8
720575940627797641,left,R7,344,-2,-15,-6,-9
720575940627797832,left,T2,87,1,11,4,7
720575940627797992,right,T5c,561,5,7,-2,9
720575940627798037,right,T5c,128,3,-22,-14,-8
720575940627798184,left,T4a,562,-5,-2,4,-6
720575940627798289,left,Tm1,302,2,17,6,11
720575940627798570,left,T5a,730,7,0,-7,7
720575940627798805,left,T4b,526,0,-10,-5,-5
720575940627799317,left,T5a,734,2,0,-2,2
720575940627799677,right,R7,401,-2,-19,-8,-11
720575940627800007,left,T4d,401,-2,-19,-8,-11
720575940627800136,left,Tm20,394,-7,-8,3,-11
720575940627800316,left,Tm3,220,2,-6,-5,-1
720575940627801928,left,T4b,358,-3,17,11,6
720575940627803140,left,Tm21,640,-1,-16,-7,-9
720575940627804286,left,Mi1,109,4,-5,-7,2
720575940627804945,right,Mi9,392,-4,7,7,0
720575940627805833,right,R7,367,-6,-15,-2,-13
720575940627806480,right,T4a,302,2,17,6,11
720575940627806986,right,Mi9,625,-2,24,14,10
720575940627807065,left,R8,514,-4,-10,-1,-9
720575940627807498,left,Tm2,333,0,-21,-11,-10
720575940627807505,left,Tm2,115,-4,2,5,-3
720575940627807877,right,Tm9,151,-3,-14,-4,-10
720575940627808000,left,Tm3,45,-5,-1,4,-5
720575940627809960,right,Mi9,727,7,6,-4,10
720575940627810386,left,T4c,217,6,15,1,14
720575940627810576,right,Tm4,627,0,-1,-1,0
720575940627810759,right,T5c,638,-1,7,4,3
720575940627811015,right,T3,663,0,8,4,4
720575940627811132,right,T4a,273,-6,23,17,6
720575940627812100,left,Tm20,191,-1,-11,-5,-6
720575940627813970,left,Tm20,570,2,25,10,15
720575940627814163,right,T5b,19,-7,17,15,2
720575940627814410,right,T5b,14,0,-27,-14,-13
720575940627815273,left,L3,644,-6,18,15,3
720575940627815676,right,L5,110,-7,0,7,-7
720575940627816520,left,Tm20,138,0,27,13,14
720575940627817597,left,T1,490,-5,6,8,-2
720575940627817800,right,L4,573,4,14,3,11
720575940627817948,right,T5c,585,-1,-23,-11,-12
720575940627818001,right,L2,220,2,-6,-5,-1
720575940627818121,left,T4a,587,4,22,7,15
720575940627818877,right,Tm1,294,1,-20,-11,-9
720575940627819025,left,Mi4,68,3,16,5,11
720575940627819338,right,L1,84,-2,12,8,4
720575940627819931,right,T5d,549,0,-9,-5,-4
720575940627820175,right,Tm21,209,-3,-8,-1,-7
720575940627820304,left,T5c,369,5,-5,-8,3
720575940627820443,right,T5c,455,7,-7,-11,4
720575940627821060,left,T4b,589,-1,-5,-2,-3
720575940627821255,right,T5c,436,0,-15,-8,-7
720575940627823381,right,L3,261,-1,13,7,6
720575940627823753,right,T5c,345,3,-12,-9,-3
720575940627823889,left,Mi9,437,-3,12,9,3
720575940627824458,right,Tm3,420,6,-3,-8,5
720575940627824912,right,R7,700,5,15,2,13
720575940627825051,right,T4c,254,3,-24,-15,-9
720575940627825640,left,L5,279,-4,8,8,0
720575940627825937,right,Tm4,441,3,-16,-11,-5
720575940627826075,left,Tm9,124,1,-7,-5,-2
720575940627826965,left,Tm1,261,-1,13,7,6
720575940627828241,right,T4d,293,4,-17,-13,-4
720575940627828746,right,L2,651,-4,-5,1,-6
720575940627829781,right,T3,169,0,-18,-9,-9
720575940627830586,left,Mi9,277,7,-3,-9,6
720575940627830801,right,L2,633,-1,-24,-11,-13
720575940627830842,left,Mi4,250,-1,1,1,0
720575940627831122,right,T1,126,3,11,2,9
720575940627831890,left,T3,776,5,21,5,16
720575940627832263,right,L3,353,2,24,10,14
720575940627832392,right,L3,736,-8,1,8,-7
720575940627833256,left,Tm9,485,-3,-3,1,-4
720575940627834088,right,T5a,314,-9,5,11,-6
720575940627834311,right,T4c,36,6,8,-2,10
720575940627834511,right,T5d,569,6,6,-3,9
720575940627835413,right,Tm21,404,-1,20,11,9
720575940627835847,left,Tm9,176,-2,13,8,5
720575940627836689,left,C2,233,4,-13,-11,-2
720575940627836986,left,Tm20,701,0,-4,-2,-2
720575940627837096,left,T2a,272,3,-2,-4,2
720575940627837205,right,T2,24,-1,-10,-4,-6
720575940627837256,left,T4a,721,5,13,1,12
720575940627837713,right,Tm3,161,4,-14,-11,-3
720575940627838010,left,Tm20,486,0,1,0,1
720575940627838024,right,L1,562,-5,-2,4,-6
720575940627838280,right,L5,471,3,-26,-16,-10
720575940627838333,right,C3,459,5,-3,-7,4
720575940627838485,left,T2,210,-6,8,10,-2
720575940627839656,right,T4a,118,3,1,-3,4
720575940627839881,right,C3,333,0,-21,-11,-10
720575940627841028,left,Tm9,721,5,13,1,12
720575940627842280,right,Mi4,543,-1,-4,-1,-3
720575940627842792,right,T5b,461,7,-5,-10,5
720575940627843224,right,C2,501,1,2,0,2
720575940627843349,left,T3,699,-5,0,5,-5
720575940627844117,left,T5a,249,2,-12,-8,-4
720575940627846404,right,L3,649,-1,5,3,2
720575940627847428,right,T4b,598,2,-18,-11,-7
720575940627847701,left,Tm3,689,-2,18,11,7
720575940627848841,right,L1,692,-4,24,16,8
720575940627849032,left,Mi4,93,-6,3,7,-4
720575940627849237,left,Tm1,101,-7,6,10,-4
720575940627849896,right,T3,589,-1,-5,-2,-3
720575940627850087,left,Tm21,12,-7,9,11,-2
720575940627850312,right,C3,420,6,-3,-8,5
720575940627850343,right,Tm3,480,3,-19,-13,-6
720575940627850855,left,T5b,414,4,21,6,15
720575940627851336,left,T4a,735,1,-23,-13,-10
720575940627851541,left,L4,730,7,0,-7,7
720575940627851592,right,Tm3,189,6,13,0,13
720575940627852360,left,T4a,372,1,-2,-2,0
720575940627852943,left,L5,9,4,9,0,9
720575940627853882,left,T4d,346,-7,-9,2,-11
720575940627854217,right,T3,477,-3,2,4,-2
720575940627854973,right,L4,135,-3,-22,-8,-14
720575940627855000,right,L3,178,2,11,3,8
720575940627855366,left,Mi1,58,3,12,3,9
720575940627855390,left,L3,435,5,-17,-14,-3
720575940627856186,left,L4,593,3,-14,-10,-4
720575940627856200,right,L1,345,3,-12,-9,-3
