root_id,length_nm,area_nm,size_nm
720575940608977621,4555266,7151146752,369665034240
720575940608977877,1704518,2531737856,124415815680
720575940608977988,616135,956304256,53888798720
720575940608978012,294554,457456768,21874636800
720575940608978115,1202586,1895983744,116132485120
720575940608978524,821056,1414786560,91494113280
720575940608978901,1277117,2051684096,111271383040
720575940608979395,1804210,2730927872,156852746240
720575940608980178,815908,1739778688,121035929600
720575940608982084,994359,1595502464,96933703680
720575940608982392,575432,924052608,64149872640
720575940608983235,358550,655355136,54638735360
720575940608983563,718820,1553670784,107939010560
720575940608983928,1187111,2187251328,136821145600
720575940608984277,1794089,3141798656,194996920320
720575940608985208,1355127,2412307712,172887572480
720575940608985867,269954,851824512,98559242240
720575940608986069,314559,824002688,39051356160
720575940608986123,267707,452655744,41258649600
720575940608986891,514292,662031360,42377164800
720575940608987349,1500651,2354263808,96499896320
720575940608987605,1170406,1943329408,110100992000
720575940608987996,352021,489885952,31005583360
720575940608988280,526780,1005253888,93282539520
720575940608989195,353137,792136960,63454238720
720575940608989276,66898,135521024,6225100800
720575940608989909,1342933,2039231616,115190558720
720575940608990306,344142,817193600,45850931200
720575940608990677,1588401,2523969152,133335726080
720575940608991755,319212,536399488,42207406080
720575940608991939,1205808,2069520640,135572736000
720575940608991957,626459,877611136,53449666560
720575940608992469,451259,737870080,51934248960
720575940608994652,286353,388968832,21374320640
720575940608995081,485246,917197696,67104030720
720575940608995337,418445,800644224,51995719680
720575940608996188,1274089,1737529984,76606156800
720575940608996450,594811,1655269632,93140572160
720575940608997571,879286,1840664320,128357611520
720575940608998236,167019,496677504,39103662080
720575940608998409,326873,550525696,39181977600
720575940608999177,288018,798056192,62230865920
720575940608999363,452943,738239232,50407567360
720575940608999492,181476,376992128,16259328000
720575940609000715,279918,497555072,30235023360
720575940609001227,1329007,1726545024,87993149440
720575940609001481,327108,864126464,58251673600
720575940609001993,582169,934672896,56361820160
720575940609002360,582556,974421888,50905722880
720575940609003733,401188,1035185024,52021565440
720575940609004920,1519584,2788221184,181902202880
720575940609005321,368357,501044480,28313006080
720575940609005660,748926,1665522432,125679728640
720575940609006200,662821,1332600960,81949347840
720575940609006428,293379,607849472,42441912320
720575940609006712,758612,1409499648,89658941440
720575940609006857,430665,700493312,52247091200
720575940609008853,460807,791605760,58610718720
720575940609009877,362463,633191168,46743470080
720575940609010524,2923790,4315112832,261461329920
720575940609011268,1721188,2568474368,143415336960
720575940609011804,163723,542912128,70749511680
720575940609012548,3113806,5627906176,400598159360
720575940609013769,195799,718362368,52502282240
720575940609014370,2014097,2807170944,155665633280
720575940609015235,464580,865057152,70726307840
720575940609015644,244712,734968832,80222883840
720575940609015876,1902077,3436688512,246154024960
720575940609016668,144078,473686016,30632857600
720575940609019075,959919,1404971392,67790766080
720575940609019093,392227,845880064,50728038400
720575940609019512,523210,1263419136,94951116800
720575940609019659,309674,521818880,40925470720
720575940609019913,277253,445617920,37617510400
720575940609020462,1220453,1698831616,75164026880
720575940609020764,435407,1009362432,82284513280
720575940609021705,945787,2378489856,174959237120
720575940609022674,2716176,5044170752,375291596800
720575940609023068,144665,581563776,41011845120
720575940609023499,876070,2190739584,179742033920
720575940609024451,719650,1017570048,61921218560
720575940609024604,834608,1252340736,69442580480
720575940609025092,444697,863986048,42244249600
720575940609025628,1474611,2569120000,125371893760
720575940609026499,459274,738975616,49116180480
720575940609027029,642523,890646528,49437644800
720575940609027523,4066044,7014111872,385909544960
720575940609028164,1924044,2842394624,165233387520
720575940609028363,217907,362861824,22886737920
720575940609030776,2055036,3773097856,239636070400
720575940609032405,1126406,1580538624,75131740160
720575940609032824,3084990,4705559296,268871843840
720575940609032982,164209,685615616,52716605440
720575940609033993,297878,424074240,29669713920
720575940609034761,254755,876945664,91406407680
720575940609035785,333071,564571392,40325324800
720575940609036245,336518,557379584,45133946880
720575940609036555,300227,453083776,27466567680
720575940609036757,677146,1330678656,111465103360
720575940609037432,1587400,2817394176,198534144000
720575940609038660,470415,1353368192,102905917440
720575940609039172,1044220,1573235968,79198689280
720575940609040341,644779,1292467840,101493688320
720575940609040597,560357,759570048,47323627520
720575940609040835,579690,1147118592,64099737600
720575940609040905,397216,589713792,43913758720
720575940609041931,417461,848135040,80471326720
720575940609042012,505823,934622336,80689080320
720575940609042244,439721,1117262592,111698155520
720575940609042645,435080,593770240,46779258880
720575940609042901,416003,579992960,43542251520
720575940609042955,256144,454127360,34261063680
720575940609043292,178796,653056000,49479874560
720575940609043413,435312,646875008,43162757120
720575940609043804,99530,241199744,23704422400
720575940609043925,355846,622514304,48412497920
720575940609045257,116507,446129792,38346168320
720575940609045443,709512,1105085568,80662190080
720575940609048075,441464,698024960,43650918400
720575940609051460,891725,1498168832,80978923520
720575940609054020,754228,1094194176,70130288640
720575940609056469,939855,1301413376,75019069440
720575940609058628,1530429,2041975040,117837946880
720575940609059164,166813,680160256,73178869760
720575940609060107,271216,497721728,37976678400
720575940609060420,3866634,7150121728,490808729600
720575940609061077,255011,672477568,62188769280
720575940609061188,550968,785914112,48078899200
720575940609061641,574291,2391854464,264410880000
720575940609062236,237831,767636480,40379934720
720575940609062665,379676,791212416,59221145600
720575940609063236,2980942,4676440832,302143262720
720575940609063800,576768,1687765120,136236748800
720575940609065173,349284,972039424,55769118720
720575940609065774,696814,1516177152,102679296000
720575940609066030,768653,1992158976,166943262720
720575940609068227,448080,749718272,59886663680
720575940609068553,288024,479463168,33061416960
720575940609068809,1096883,1761702272,102050365440
720575940609069251,572601,817307904,51985807360
720575940609069507,505907,864323328,53390827520
720575940609070531,566945,919168512,54066135040
720575940609071625,284618,495313408,33725972480
720575940609073347,2355464,3623886464,228092108800
720575940609073506,378081,697104000,31347875840
720575940609073859,2731954,4602266112,274548224000
720575940609074443,260953,874187520,80739348480
720575940609075157,472629,882352000,65923829760
720575940609075467,468500,839773440,48826562560
720575940609076693,1714404,5673354496,443002593280
720575940609077828,2704984,4509846784,298617303040
720575940609077852,112785,408377344,28672778240
720575940609078723,455271,765679104,54349629440
720575940609079819,444919,561784320,35547238400
720575940609079854,2049802,7790619264,678277447680
720575940609080412,361556,561419008,41252259840
720575940609080696,485912,800022656,55240857600
720575940609081097,270229,458455808,37965393920
720575940609082180,1792545,4769825920,345185536000
720575940609083086,1291861,1978079232,105567129600
720575940609083349,311039,646206848,45639383040
720575940609084206,1407170,2558363392,177512284160
720575940609084611,976409,1407729024,86139924480
720575940609084718,1770375,3425298816,225156812800
720575940609085909,2351496,4187688320,305672478720
720575940609088348,626720,1174319488,99460249600
720575940609088523,639238,997959424,48155699200
720575940609088978,1776979,2715387392,142753013760
720575940609090571,528485,1006273536,71438448640
720575940609092700,209417,640727936,48813588480
720575940609095381,315395,674208256,58654371840
720575940609095637,758784,1082075008,58595481600
720575940609096971,521547,876107136,49877432320
720575940609097058,783266,1942895872,150542100480
720575940609097284,1158092,1937795328,122875310080
720575940609097429,9038603,13652510720,827945472000
720575940609097941,448273,789265920,52450129920
720575940609098286,150312,325664384,14631352320
720575940609098965,498165,745130624,49112442880
720575940609099529,241008,721545088,77430026240
720575940609099787,235969,535118976,39010406400
720575940609102531,2095931,3255820544,187439319040
720575940609102805,394908,695322624,45071667200
720575940609104137,719760,1010037504,55715399680
720575940609104579,751250,1673191424,108214620160
720575940609104597,464680,664593152,39042805760
720575940609104853,525559,821504128,50247598080
720575940609105859,1758054,2833378816,194049525760
720575940609106012,709933,1705058816,106195814400
720575940609106133,518682,681941760,36564971520
720575940609108174,156236,264294272,13895065600
720575940609108316,265902,577924096,37492746240
720575940609109602,1498664,2651282688,198245294080
720575940609111132,2119783,3133116416,179443118080
720575940609112587,1966173,3554123392,249697392640
720575940609113539,313685,530811776,37911377920
720575940609113948,241362,1300649984,92737781760
720575940609114436,539410,1367897856,99533762560
720575940609115250,209436,625412352,41253212160
720575940609116622,237332,495019648,32034529280
720575940609116740,320430,503548160,26400911360
720575940609116882,1174694,1892878720,114245478400
720575940609117379,1059720,1482193536,87849564160
720575940609117451,378519,680530048,44893849600
720575940609119324,1066611,1424569600,60581068800
720575940609119499,627556,1048169728,88761876480
720575940609120725,817852,1339757440,92031662080
720575940609121545,314636,467376768,32813363200
720575940609122825,355321,728446336,74703267840
720575940609123081,370719,864769664,85373460480
720575940609123083,537315,907633920,59018516480
720575940609123267,340308,702661504,62588897280
720575940609123285,98094,213848832,18362501120
720575940609123396,2338660,3697296384,234661908480
720575940609124814,1938556,2940866688,175673405440
720575940609125641,2214740,5376671232,383135600640
720575940609128201,140080,431520256,36878346240
720575940609128405,499344,893904768,63264225280
720575940609129225,426307,775022208,47723919360
720575940609130179,866632,1217692672,65703301120
720575940609131868,603039,2865787776,202945187840
720575940609132642,617719,1240477184,83652679680
720575940609132811,757064,1137462272,78513029120
720575940609133102,721566,1376961024,98737111040
720575940609133269,7306292,13905319808,1035473868800
720575940609133507,846123,1372775552,98152949760
720575940609133781,2503306,4044662656,227086213120
720575940609135829,534525,902143232,61386168320
720575940609136476,2176658,5976920320,572488581120
720575940609137500,13050437,30003504384,2976827709440
720575940609137756,441127,1534593664,109772247040
720575940609137877,367449,607792640,42928988160
720575940609138012,443244,1013018112,62523084800
720575940609138645,408628,596106752,47535912960
720575940609138898,699969,1109660544,69190625280
720575940609139907,497120,830789376,51857090560
720575940609140949,698238,3908267264,501186088960
720575940609141257,6124501,10317348224,721779179520
720575940609143672,764108,1869609600,146950737920
720575940609145948,470315,750178560,44841390080
720575940609146563,1875345,3514409344,250920704000
720575940609147587,764829,1168780160,77008424960
720575940609148937,2566702,3862663040,264423966720
720575940609149394,689733,1462088704,104063201280
720575940609151445,721009,1732307328,116333895680
720575940609151836,118049,448864000,63830568960
720575940609152779,360034,646207232,40269977600
720575940609153372,196481,767236480,84611584000
720575940609153746,873268,1685506304,116006062080
720575940609153838,666272,1013245696,53474877440
720575940609154005,706129,1069120000,69876162560
720575940609154243,449510,748724352,50983628800
720575940609154517,479731,846620544,58475837440
720575940609155083,415475,559579776,31699793920
720575940609156188,548361,1453980544,124126197760
720575940609156291,511159,740056960,39129989120
720575940609157074,88012,137482752,7947950080
720575940609158357,455374,666018688,43959531520
720575940609158724,916121,1690748416,105886812160
720575940609159619,417051,620850176,42016481280
720575940609160457,241288,380990976,29549404160
720575940609161308,221213,737836928,43228467200
720575940609162505,3883568,6185840000,369167769600
720575940609162820,5570322,8044678400,420699893760
720575940609162962,397019,591105664,42233415680
720575940609163986,731224,1941288960,164584448000
720575940609164242,1285179,2126082048,123190999040
720575940609164995,369088,712274688,52134051840
720575940609165833,400981,705122816,46916761600
720575940609165916,1015781,1341067904,67505541120
720575940609166148,1208762,1868319744,105526784000
720575940609166428,147656,579773952,42342707200
720575940609167299,342491,566659712,44428840960
720575940609168732,4158501,7093495808,484072069120
720575940609169762,691809,1494989312,100973434880
720575940609170371,594310,1127895168,87136860160
720575940609171395,3363750,5495220480,319512268800
720575940609171524,1233014,1968295680,114837483520
720575940609171576,797342,1977351168,130197073920
720575940609171721,969212,1471857280,79525969920
720575940609174392,616639,2137126144,319640893440
720575940609175758,453608,701574784,48559912960
720575940609176878,759740,1070371840,61128437760
720575940609178051,537623,966210048,77717862400
720575940609178377,184576,633607168,47105433600
720575940609179331,697175,1425618688,111763957760
720575940609179913,292881,527946880,37942036480
720575940609180611,8314500,16083268864,1062700574720
720575940609180718,2584266,4995400960,409675264000
720575940609181230,122778,274879616,10152120320
720575940609181486,689912,1052261888,57646837760
720575940609181508,1238868,1870460160,82981160960
720575940609182556,1012145,2582099072,185286318080
720575940609182933,665492,1018697472,57919293440
720575940609183427,464120,566653184,29452912640
720575940609183581,180569,536951808,71172669440
720575940609183950,384097,726826112,52354775040
720575940609184046,1130902,1866064896,107920384000
720575940609184210,900893,1909139072,125708390400
720575940609184523,1864841,2464426624,121673287680
720575940609184604,505853,1026930176,74712770560
720575940609186652,871263,1725287936,131281172480
720575940609187101,134299,375034240,28238643200
720575940609190667,1019203,1421898624,75257518080
720575940609190866,693534,1398895104,95890176000
720575940609190869,744556,1070644352,68291491840
720575940609190921,236827,723345280,33454929920
720575940609191125,569520,765253376,44643502080
720575940609191177,3037972,4919795072,289101383680
720575940609191537,165717,582674688,65364469760
720575940609192715,1207951,1521679232,68398428160
720575940609193227,371515,694935552,47353794560
720575940609194082,3079369,5521725952,368991928320
720575940609194962,1242802,1992700032,120050391040
720575940609195971,319219,579121408,38713282560
720575940609196739,459479,744608256,46400266240
720575940609196757,1057279,1784755840,112277063680
720575940609197321,143240,584029568,42708224000
720575940609198684,202897,652187264,40076800000
720575940609200708,918729,1621901312,100771123200
720575940609200905,609187,932262912,66561515520
720575940609201163,158997,566596736,63599503360
720575940609201347,336068,627759616,50807541760
720575940609202244,764019,1489980928,103322019840
720575940609202953,552226,729566080,47412920320
720575940609203268,824008,1791339520,130941347840
720575940609206211,867966,1978507392,116444477440
720575940609208412,253965,437272448,34473082880
720575940609208530,721011,1887220608,160235489280
720575940609209180,244407,944237056,61858037760
720575940609209948,426124,826563072,49353195520
720575940609211740,159922,505831040,38496768000
720575940609212169,153589,557963904,43720570880
720575940609212508,117388,315843456,31325173760
720575940609213449,361239,685776128,41222010880
720575940609213705,349910,581515008,36903741440
720575940609214072,874689,1314038144,79505510400
720575940609214556,104290,346990592,35937157120
720575940609217116,910266,1357703552,70065080320
720575940609218005,899155,1490397440,101337006080
720575940609218258,994435,2114483200,150106521600
720575940609219029,570613,801077504,44271646720
720575940609219593,115911,356283136,51666636800
720575940609219595,524114,678726528,34770821120
720575940609220291,837865,2177738112,173335040000
720575940609220450,1522007,2554833280,164382586880
720575940609220873,108394,362958976,54849116160
720575940609221212,109437,371362944,31422238720
720575940609221641,904017,1250092032,61287127040
720575940609221700,880019,1630757376,138766725120
720575940609221845,188935,467877632,24560814080
720575940609221900,143132,460538368,29672437760
720575940609222921,1483450,2088397952,107640975360
720575940609223125,545106,690212864,34462269440
720575940609224201,291508,573654400,44141731840
720575940609225411,343271,630580480,41215354880
720575940609225685,760494,1183126656,75972147200
720575940609226076,141066,573493632,45296936960
720575940609226453,422328,760284672,65118310400
720575940609226702,710456,1455037568,95265597440
720575940609226709,440326,835099648,57921802240
720575940609227275,285553,499784576,36340674560
720575940609228245,974898,2127639424,169492930560
720575940609228501,642514,868966528,50571345920
720575940609228757,424322,746299008,51555696640
720575940609228809,485526,1368013440,102878382080
720575940609229660,156211,454425984,35575347200
720575940609229835,137160,468892800,30761267200
720575940609230428,179908,619692416,33855488000
720575940609230684,128570,458115200,32343715840
720575940609230787,739053,1022888576,56618352640
720575940609232137,203737,356091776,25243688960
720575940609232341,306592,481762944,32829132800
720575940609232476,290189,1122233344,61679585280
720575940609233163,340972,522243328,35608238080
720575940609233365,765080,964738560,53917399040
720575940609233784,589522,1292063360,97311559680
720575940609234130,1964178,2865839232,162950819840
720575940609234185,660900,2039370752,151291525120
720575940609234371,466755,888241792,65097820160
720575940609235036,122597,464710272,38530693120
720575940609235298,417751,766150912,56784691200
720575940609236060,358009,1675499904,254421934080
720575940609237187,2534668,5551216128,418213294080
720575940609237955,1230685,1996977664,117046599680
720575940609237973,567063,1127477504,84083312640
720575940609239051,135220,508586624,40581191680
720575940609239305,482521,726785152,43217326080
720575940609239416,1784900,2981105920,182165084160
720575940609240073,187783,700751488,44195143680
720575940609240515,1911524,2947794560,161036759040
720575940609240789,547000,1298820224,113506529280
720575940609240878,1014174,1303354880,66692239360
720575940609241045,507409,737488256,42274007040
720575940609241099,134842,488449792,42370611200
720575940609242204,492067,2436955904,376054087680
720575940609242837,749774,1109561728,64930375680
720575940609243349,630901,901289984,51513477120
720575940609243605,525606,877196928,61338511360
720575940609244099,560726,815392256,51265474560
720575940609244110,725813,1994950656,135151851520
720575940609244885,414074,589986432,38107566080
720575940609245123,912903,1598987776,89565532160
720575940609245141,788622,1190052224,79333007360
720575940609245397,673206,1678295040,117916590080
720575940609246165,808538,1283144448,92451788800
720575940609246276,1014588,1594988032,96307097600
720575940609246300,578441,977844096,64644208640
720575940609246556,638624,882667776,52488540160
720575940609247243,503822,1128923264,105894072320
720575940609249884,129252,448310912,38806487040
720575940609250005,625277,961375104,56566671360
720575940609250628,1698270,3045911296,207167948800
720575940609251523,384776,769328512,66039459840
720575940609252873,132336,474286976,32206694400
720575940609253059,451460,773653888,49852549120
720575940609253956,153554,307268096,12281538560
720575940609254851,239186,563900544,46325534720
720575940609255177,951818,1476068864,93516472320
720575940609255875,251824,546404992,47186319360
720575940609256203,516803,901721472,61666406400
720575940609256540,315765,1184880896,63828090880
720575940609257564,245218,655853824,64346613760
720575940609257739,1066312,1763741440,102089041920
720575940609257923,297160,552249728,49839636480
720575940609257938,1278958,2042601344,114657249280
720575940609258850,14833146,25835695488,2475782369280
720575940609259356,141975,547752192,33854044160
720575940609259733,428673,696153472,41362309120
720575940609259868,421168,932798336,58992537600
720575940609260483,478535,631885312,40401489920
720575940609260494,2137000,5427017728,540103608320
720575940609261148,158122,622277888,52140718080
720575940609261892,1518823,2679618432,154391326720
720575940609261916,128521,542521600,41271326720
720575940609261922,824948,1280542208,82068572160
720575940609263115,510828,838348032,58173204480
720575940609263299,301711,642927872,52864061440
720575940609263371,352731,564066432,33886720000
720575940609263625,1335851,2243938304,131934556160
720575940609263662,436886,1042648960,86621327360
720575940609264067,895490,1384913792,91531089920
720575940609264452,1517717,2433291008,144261785600
720575940609264988,310948,537805568,30487306240
720575940609265417,1069900,1763046656,104678359040
720575940609265476,800112,1838888064,112822108160
720575940609265673,1786910,2476629248,136472586240
720575940609268316,6878236,13932006144,1297649930240
720575940609268491,1464737,3867375488,360956170240
720575940609269001,4361700,6983183104,439216302080
720575940609269259,2537323,3513926272,197558743040
720575940609269771,667236,1056495488,65586554880
720575940609270027,485461,915034752,74587361280
720575940609270281,132026,447697536,59527792640
720575940609270793,164191,500087040,42773135360
720575940609270830,306128,583646848,40442705920
720575940609270979,501612,807456640,49568798720
720575940609271509,796943,1030304128,57422592000
720575940609271854,649230,1423588224,95335884800
720575940609274307,457394,1161320576,119641323520
720575940609274563,317313,603258496,54585548800
720575940609274819,417994,684605056,46679889920
720575940609275331,680631,953929728,48876687360
720575940609276171,706818,1866764288,156386662400
720575940609276514,1231193,2070226048,142073702400
720575940609276681,253463,816747008,61011302400
720575940609277230,583001,1014304384,79660226560
720575940609277707,395296,750354304,35443425280
720575940609279499,260699,1333384960,137206794240
720575940609279939,375617,493188992,31871232000
720575940609281326,391043,584812928,33063311360
720575940609281801,303625,927014272,57899315200
720575940609282005,654419,1079156864,71569192960
720575940609282825,29324238,59471070976,4593132247040
720575940609283164,478991,1152555904,83940311040
720575940609283523,537114,2525543296,395778519040
720575940609284728,4145551,7966484224,668381491200
720575940609285315,1070729,1733670528,104236011520
720575940609285641,296217,829584000,47525396480
720575940609286921,214646,812054144,44586076160
720575940609287945,387396,624794112,44833013760
720575940609288457,212106,825763456,44634224640
720575940609288494,1315237,2287423104,149328189440
720575940609288643,965213,1801646336,119870668800
720575940609288796,157399,516552448,40447436800
720575940609289155,459174,881961472,53530798080
720575940609289227,223226,692424320,37413253120
720575940609289284,603295,1355618688,77683056640
720575940609289386,423928,835217024,72895959040
720575940609289411,426978,751072000,55102269440
720575940609290435,647009,815698048,47118141440
720575940609290947,461448,698062976,41705052160
720575940609291214,1027976,1742761856,121871646720
720575940609292636,1637398,2932887296,127253739520
720575940609293380,1263004,1744029952,76803676160
720575940609293660,418519,731633920,50130319360
720575940609294286,1850368,3068987904,166163179520
720575940609295061,950685,1621295232,106100828160
720575940609295299,365916,622374016,47959224320
720575940609295883,887629,1470302720,93275770880
720575940609295964,249278,1182451072,85688350720
720575940609296907,343401,545703808,37228175360
720575940609298780,1626538,5246130816,465385226240
720575940609298808,134117,307137408,17190748160
720575940609298901,549562,684028416,43450951680
720575940609299246,340043,595670016,45058007040
720575940609299467,2997238,5590935808,385728624640
720575940609300235,261240,730593280,38255923200
720575940609300419,658263,851353856,46039234560
720575940609301038,441250,575163520,35211182080
720575940609301257,350178,460395520,26317209600
720575940609301443,674149,1009156480,55776153600
720575940609301515,448389,786181376,53873408000
720575940609301769,259033,882595200,93910251520
720575940609302062,516809,836010880,54711715840
720575940609302211,389445,924488576,76448788480
720575940609302364,393937,808961920,45962741760
720575940609304156,427134,668241792,41876244480
720575940609304668,521957,863049344,68985886720
720575940609305948,451730,841201792,56662579200
720575940609306460,430710,802148736,60358799360
720575940609306563,246836,563144448,27090278400
720575940609306819,433617,688939904,43051089920
720575940609307147,636112,1071176832,74737786880
720575940609307182,543532,999624832,66134149120
720575940609307331,577015,855150208,52777502720
720575940609307854,65095,171105536,9377638400
720575940609308171,650314,853397632,47959101440
720575940609309020,1877281,3163663616,179105413120
720575940609309195,670746,1010327168,69528893440
720575940609309451,583894,3307671168,396439562240
720575940609309788,370058,708815232,62743992320
720575940609310300,112092,390423168,46088570880
720575940609310812,1794248,2601385984,134977945600
720575940609310933,349596,567605632,41288611840
720575940609311022,317589,534935168,43078789120
720575940609311497,620594,1022556928,73849989120
720575940609311586,421890,1704767616,130873497600
720575940609312860,316498,737131392,57208801280
720575940609312963,688107,1775737216,130268334080
720575940609313092,470621,958066944,81726474240
720575940609313860,596382,951252480,68098426880
720575940609313884,565369,958588928,73959823360
720575940609313890,516794,1103428224,79662653440
720575940609314243,294200,596747520,24738949120
720575940609314499,453523,697409408,47223449600
720575940609314755,315896,455610368,28249405440
720575940609314825,783038,1184667776,57258393600
720575940609315932,157257,466140672,57208074240
720575940609316050,888850,1638094976,100850595840
720575940609316188,2761314,4329781632,211818608640
720575940609316291,453894,613761024,35814666240
720575940609317059,462145,650962304,35758376960
720575940609317897,141833,697942016,49932451840
720575940609318409,207059,450867712,44667985920
720575940609318446,663720,1415523072,90194688000
720575940609318613,801411,1190765184,62686464000
720575940609318748,1101816,1651724160,96441579520
720575940609318851,389128,661335552,48701306880
720575940609319177,119289,536366720,85043148800
720575940609319516,2301404,3386312832,204182999040
720575940609319619,366875,590324224,40622837760
720575940609319772,414266,748144896,38056028160
720575940609320004,1210260,1986006272,107471790080
720575940609320713,416790,637948544,46975825920
720575940609321923,2163828,4104210944,314586347520
720575940609321938,3566741,5264211968,286633728000
720575940609323017,114885,658869760,77656033280
720575940609323100,357088,524732800,34284666880
720575940609323844,935880,1552691840,73584773120
720575940609324245,344325,577825536,37346703360
720575940609327555,3234517,6697644800,438510929920
720575940609327883,548009,942870400,67499950080
720575940609328226,480777,1056637312,101231472640
720575940609328853,713380,3723246080,441690091520
720575940609329102,2985914,5346730496,401005598720
720575940609329347,914746,1767202176,114315776000
720575940609329929,132920,486420864,62670192640
720575940609330012,225600,793889408,38872616960
720575940609330033,653730,1263602944,110515220480
720575940609334025,276657,470465152,40434841600
720575940609334281,432580,631447680,40760944640
720575940609335644,1090824,1956223872,132335667200
720575940609336156,210118,574190848,30766499840
720575940609339915,350842,583722112,47046021120
720575940609340355,4120744,6361907328,410374584320
720575940609340785,2364695,4052059648,302134097920
720575940609341141,250331,436120704,30752153600
720575940609341809,3404998,7590389504,724151121920
720575940609342020,2604296,4124515200,242753904640
720575940609342147,526896,753947008,44130037760
720575940609342985,117679,516259968,39948830720
720575940609343089,3513088,8126983936,815478179840
720575940609343683,410286,542458368,30378055680
720575940609344860,1881276,3101828224,195450511360
720575940609344866,438608,800364800,51417610240
720575940609345033,131402,574568576,40543846400
720575940609346372,1845793,3819996416,313594122240
720575940609347029,306224,1162502144,131200778240
720575940609347140,642158,946633600,63230504960
720575940609347337,598081,850505088,46424934400
720575940609347448,908522,1979764992,130011627520
720575940609347523,1374866,2017687552,92621475840
720575940609347541,296414,1028582144,122988328960
720575940609347595,3080966,7327344640,479576954880
720575940609347682,979505,1439969920,95747635200
720575940609347779,515752,1421228800,161605089280
720575940609348107,393950,614409728,34857635840
720575940609348619,1014092,1492982272,88209377280
720575940609348676,189276,518492416,29139537920
720575940609348873,104592,485324544,46133176320
720575940609349188,842677,1831835392,165398353920
720575940609349218,1726698,2594306560,158791895040
720575940609349730,1551374,2724215040,205677701120
720575940609350595,422219,630486528,37586616320
720575940609351516,396147,628735872,42880501760
720575940609351875,500865,700877952,39957053440
720575940609352387,409936,767433472,55938641920
720575940609352540,1565962,2695959680,187783536640
720575940609352643,279373,464102656,38039521280
720575940609354179,314060,585443712,53404241920
720575940609354450,354446,488727552,31573678080
720575940609354505,1156346,1783189888,137550417920
720575940609355054,388426,603439232,40876769280
720575940609356299,838737,1160362752,75004375040
720575940609356811,1513721,2682898304,197843968000
720575940609356995,1035778,1915084160,130706534400
720575940609358603,752066,3342366720,383255644160
720575940609360174,1075756,1620595584,101172715520
720575940609360323,486114,847754496,53100912640
720575940609360686,647032,1229748352,93416407040
720575940609361621,340817,536774144,32961413120
720575940609361756,123062,475755008,35118694400
720575940609362187,152633,560023296,37901424640
720575940609362443,207908,766053632,69608222720
720575940609362898,858744,1402459648,84974858240
720575940609363209,579771,885862528,62195691520
720575940609363292,126552,420259968,39400140800
720575940609364014,745980,1703442816,116171755520
720575940609364572,327571,680214016,52381419520
720575940609364693,473548,1110787456,101963284480
720575940609365828,9419551,12136884608,623760322560
720575940609366229,282987,498346368,42432163840
720575940609366467,367228,609343616,42299678720
720575940609366574,2263482,3445379968,204764518400
720575940609366648,1525380,3298094208,302834616320
720575940609366876,826341,1375506944,81712517120
720575940609368132,2293316,3638497792,218890035200
720575940609369180,200976,396907392,15743989760
720575940609370232,859290,1895941120,140016373760
720575940609370466,842682,1386639872,97763368960
720575940609370633,156005,517230208,60267274240
720575940609371086,946955,1964489728,150510295040
720575940609372099,727523,1205815936,66017024000
720575940609372252,604651,1773640320,158557347840
720575940609372373,277945,437851904,33559726080
720575940609375068,1698955,2491120512,146074470400
720575940609375580,5363462,11106754816,991223480320
720575940609376707,8069923,13798449280,777413857280
720575940609377348,1982371,3071679232,175293296640
720575940609377372,351714,754968192,72250091520
720575940609377884,409469,670254720,44202577920
720575940609378140,280466,575734656,41963673600
720575940609378315,1907235,3197764224,188870563840
720575940609378424,801614,1581379456,100475770880
720575940609378571,263457,1192042240,66601584640
720575940609379339,231262,404692608,27413422080
720575940609379396,1634619,2992606720,187306024960
720575940609380728,2693870,4855202816,342883788800
720575940609381582,646662,843457280,47260815360
720575940609381897,11999075,27004923392,3076284723200
720575940609381899,1089861,1596491648,96404459520
720575940609382155,3944432,6128245376,363481241600
720575940609382409,1268324,1643456256,79292856320
720575940609382921,409491,710060160,58524815360
720575940609385308,263362,979276672,64792944640
720575940609385483,187972,625184896,75828602880
720575940609385592,1558054,3171148288,247768453120
720575940609385685,655114,1130217600,74378864640
720575940609386251,140753,524864256,40315156480
720575940609387100,5216498,8964228480,572086169600
720575940609387273,1764187,2798053632,161040343040
720575940609387356,833213,1319913984,68028057600
720575940609387531,180750,582208000,40754073600
720575940609387588,791718,1244122624,79289702400
720575940609387618,1147709,2102522752,153412874240
720575940609388124,444784,614462336,33751490560
720575940609388501,1770911,2505631488,125125539840
720575940609389067,678506,1059225600,74310113280
720575940609389660,345225,829087232,68960829440
720575940609390684,2606083,4079593472,253450915840
720575940609390805,281843,483983872,42968053760
720575940609391113,374669,1067497344,81735475200
720575940609392220,970740,1285335168,61031270400
720575940609392393,657845,1329109504,88627906560
720575940609392738,2036878,3662695680,257367019520
720575940609393506,1927092,3376676608,202548060160
720575940609393732,598744,1449105536,101744680960
720575940609393756,5946732,15445899392,1210667294720
720575940609394524,292591,649254528,66945095680
720575940609395042,1642932,2754063360,168185272320
720575940609395211,206886,592561152,73680762880
720575940609395780,1378773,2138436992,134331340800
720575940609397699,878567,1149001856,57869117440
720575940609398539,311665,1404841856,181874452480
720575940609399506,771942,2034674688,152722739200
720575940609400003,580132,910861824,56274862080
