root_id,length_nm,area_nm,size_nm
720575940602572768,626243,1003350016,63618150400
720575940602577598,297745,447974784,34870016000
720575940602605536,907360,1775009152,119610880000
720575940602618848,1245408,2026564480,145863731200
720575940602619249,342992,577627904,47576750080
720575940602703072,748165,1831661568,113255331840
720575940602718432,3603234,5908802432,340052183040
720575940602720940,165785,485717888,28895160320
720575940602737598,352952,547063168,43162419200
720575940602747360,1370425,2198712064,147884359680
720575940602783968,912321,2790348928,228025006080
720575940602790610,391354,643867776,48022794240
720575940602800608,585901,851405824,44977653760
720575940602815200,858246,1888951296,124367482880
720575940602829536,636176,1352770048,95454392320
720575940602831328,953842,1435156480,86309150720
720575940602849248,939055,1577045632,97058508800
720575940602857440,1116498,1751738112,104301742080
720575940602857696,421959,1992915328,305477437440
720575940602858464,548375,945481088,60326236160
720575940602864300,661132,1263476224,96921825280
720575940602879404,2265318,4457558400,326602127360
720575940602880736,311921,730554368,64898621440
720575940602885344,986150,1869756928,148526295040
720575940602891232,1018809,1930714624,112198123520
720575940602893228,218952,544993536,34015539200
720575940602914988,1644548,2937872768,195917076480
720575940602917088,869782,1849730688,152615526400
720575940602920364,1282711,2446583296,171220510720
720575940602922976,731313,1108380928,73941821440
720575940602928608,413132,707456000,41687695360
720575940602943968,691221,1567553408,102833469440
720575940602953388,40540,68061184,3528581120
720575940602964140,1227837,2394274944,155266232320
720575940602974688,2009104,3871578368,247878727680
720575940602977248,2614308,4933489664,385090232320
720575940603011808,878410,1841242752,126871920640
720575940603012832,1257082,2276015104,167821844480
720575940603022304,435207,733418240,43788175360
720575940603029472,123569,273190016,13692559360
720575940603032748,1222237,2050698112,133322301440
720575940603042272,498328,1560081024,148637818880
720575940603045804,694819,1510268800,101601802240
720575940603048108,1592536,2513172736,163714416640
720575940603050668,754753,1406252032,86970378240
720575940603067360,1284585,2033841152,119131228160
720575940603077600,760310,1573367936,110389729280
720575940603082720,936223,1519536768,105868533760
720575940603084972,852542,1671771648,93667358720
720575940603094700,834331,2273488384,189980344320
720575940603111392,685095,1535746944,116861859840
720575940603114869,127128,407143808,43715450880
720575940603117996,1747843,2991366272,191505694720
720575940603121888,1991246,4075591680,320952504320
720575940603123936,3121592,4994039680,322403399680
720575940603125216,1432149,2573619456,169939220480
720575940603152998,850531,1624214400,111268567040
720575940603167916,818866,1364631808,82079907840
720575940603174368,849833,2089275136,157894809600
720575940603174572,2235654,3389970432,185440778240
720575940603176049,249390,377558656,28363212800
720575940603183840,145276,314224384,14056161280
720575940603186790,1338084,2343960576,155185080320
720575940603195494,2784446,4657291008,311551262720
720575940603197408,1690057,4282619136,386603192320
720575940603198432,155603,324935552,13167974400
720575940603200428,573165,1780433280,153415331840
720575940603201452,3514290,6680888832,514392709120
720575940603215532,316795,449682048,35553474560
720575940603225312,1896476,3303851520,220074209280
720575940603231916,2202965,6318038016,617312942080
720575940603233248,1508416,2726541952,161632296960
720575940603235500,1741239,3462597376,297869373440
720575940603238828,411824,656423808,41749360640
720575940603240876,1382831,2224095232,141198510080
720575940603250860,1718041,3211137024,224046233600
720575940603266592,424496,1538965888,122184611840
720575940603268064,1050393,2200113536,145791037440
720575940603268780,524218,1290525696,126319667200
720575940603272038,829080,1408675840,94107402240
720575940603274272,2357032,4120059008,262754795520
720575940603279648,727568,1251006848,74319503360
720575940603295200,331669,604752512,55236802560
720575940603314144,978818,1438858880,90602250240
720575940603314656,448836,1020947712,91097477120
720575940603317216,767763,1504278784,107810160640
720575940603318240,330359,572275456,41568061440
720575940603327916,606496,1868019584,158363023360
720575940603331686,1606257,3008152832,220522516480
720575940603333804,780538,1250633216,79618314240
720575940603338156,2208658,3780982016,225705656320
720575940603339232,387601,705090304,53225441280
720575940603349216,377805,590314496,36061214720
720575940603352748,2007310,3568703360,243844300800
720575940603356128,527276,1410030592,98285117440
720575940603356896,286586,461594624,29710878720
720575940603365980,342665,557218688,41310382080
720575940603366112,615028,1299000960,99492945920
720575940603372460,1105189,1492524288,80157071360
720575940603373916,349996,581720960,40641679360
720575940603374624,256223,566452480,30645841920
720575940603379168,635591,853444992,49799751680
720575940603383008,558196,938068608,73799342080
720575940603384748,696411,1041996672,76666552320
720575940603390380,404678,676051456,39626076160
720575940603391404,1121821,2112578048,121268152320
720575940603391712,597770,898837760,57635686400
720575940603391778,396587,661482368,45668730880
720575940603392546,443697,773650048,52231239680
720575940603394272,378719,644611968,43363450880
720575940603397088,1924730,2830574848,151477340160
720575940603402412,785352,1677407616,128372111360
720575940603404834,437370,733389184,52433111040
720575940603406258,119991,597764992,56994498560
720575940603407328,765151,1159606016,81865000960
720575940603408608,311154,513876480,41746862080
720575940603409632,408289,629194880,42365921280
720575940603430112,458839,1020854528,52616550400
720575940603435232,409927,748844032,62712309760
720575940603439020,1545309,2969000704,223598039040
720575940603441632,4036872,9386158720,962731192320
720575940603446118,54521,143337344,12722851840
720575940603446374,876176,1491716096,96310886400
720575940603449010,155560,689437312,51670835200
720575940603452384,966262,1555722880,81677363200
720575940603453286,1203483,2241054592,146797588480
720575940603453542,282204,516695424,34154567680
720575940603455846,1044727,2355161344,172739317760
720575940603456288,182022,409884800,20339660800
720575940603457760,443557,744155904,59650293760
720575940603460640,1338943,3369862272,206783866880
720575940603461478,229085,639183232,52373360640
720575940603464672,6060413,22251081344,2726467543040
720575940603471811,371300,610056064,43304908800
720575940603472608,619486,1046434816,86948259840
720575940603472864,662414,1241958912,95353303040
720575940603479910,231053,454487808,21271705600
720575940603487456,378554,596109312,39583744000
720575940603489824,1310119,2162185472,130025472000
720575940603491957,575065,997267968,72328734720
720575940603492012,776833,1211042304,69375569920
720575940603495340,1199663,1751238528,101748674560
720575940603495648,476834,1069332224,102831421440
720575940603497184,973909,1458609024,89274019840
720575940603498357,520594,919233152,69839728640
720575940603498613,576291,932073728,62804981760
720575940603498869,478074,846630144,63415326720
720575940603501024,189073,379754368,36464752640
720575940603507302,1392910,2534084736,186383226880
720575940603507372,1053608,1869020288,121854074880
720575940603511584,175574,317146496,15483637760
720575940603514141,1148683,2334367232,175657553920
720575940603516006,255209,582183424,34173562880
720575940603520172,697339,1930563328,156780666880
720575940603526005,580450,976991360,66641868800
720575940603530464,891541,1361205632,90675363840
720575940603533246,3277228,11827918720,1459356405760
720575940603537766,325607,707037952,43125555200
720575940603538348,1324206,2422409088,161159096320
720575940603539424,1610923,4199075200,411065047040
720575940603544363,425183,717635712,47527587840
720575940603545190,735527,2105176960,147246991360
720575940603548640,1426206,2005453568,106534369280
720575940603549152,1971746,3558842112,239760414720
720575940603549868,530676,778180608,43998668800
720575940603552736,1417511,2005748992,98505687040
720575940603556198,1162551,2062700928,101191342080
720575940603556981,492496,834774528,62271324160
720575940603557920,363420,743122432,66690682880
720575940603563893,408636,662752640,43451412480
720575940603565856,1831940,2828327680,144761323520
720575940603568757,554396,897348864,60282470400
720575940603569836,1234216,2272705664,137624934400
720575940603574374,303436,649922048,34084986880
720575940603578848,2312927,3296206720,187353262080
720575940603579616,1286283,2722638848,210367406080
720575940603580960,725527,1302853120,81874411520
720575940603587500,1281499,2240118656,124809216000
720575940603590246,1867450,3221024640,221169039360
720575940603591014,1884662,4900632320,419696660480
720575940603595366,887736,3327654016,285754050560
720575940603596972,1009155,1816859904,125616517120
720575940603599206,619929,2230828672,168660633600
