Mi1,X,Y,Z,side,azimuth,elevation,radius,lattice_p,lattice_q,lattice_azi,lattice_elev,left_eye,lattice_p_corrected,lattice_q_corrected,azimuth_corrected,elevation_corrected,retinal_azi,DRA_paths,X_rot,Y_rot,Z_rot,lattice_p_rot,lattice_q_rot,position_x,position_y,position_z,optical_x,optical_y,optical_z,retinal_row,retinal_col,normal_x,normal_y,normal_z,skew_angle,binocular_angle,binocular
720575940604607678,789805.8989898991,199847.15151515152,223857.3737373737,right,-0.6206051160869626,2.1046102374665283,138418.49478823613,7.0,17.0,-0.6206051160869632,2.1046102374665274,False,7.0,17.0,0.6206051160869632,2.1046102374665274,0.6206051160869632,0.0,50486.80383730173,260871.76482199572,101398.76547719385,7.0,17.0,157.5614302775205,-229.61242161448357,156.67028375898704,0.3067155869936437,0.07663379799162083,0.371426016450384,14.697,-10.607,0.6159204100666359,-0.20961632201128433,0.7594096694208,0.36905586942121177,1.3509301180327613,True
720575940604687532,765524.6075022874,343620.8197621226,206572.4794144556,right,-0.1868090670548945,1.0175581557824604,128629.45623905644,-13.0,-2.0,-0.1868090670548932,1.017558155782461,False,-13.0,-2.0,0.1868090670548932,1.017558155782461,0.1868090670548932,0.0,44441.55884650847,247146.7486732,-44663.87626930987,-13.0,-2.0,225.69766051215865,-281.8394582521399,-148.96107694003044,0.4325559311078664,-0.03927960046083843,-0.21505909313849483,-9.186,-11.667,0.8543497160879909,-0.4286758358177152,-0.29380876502642456,0.38283031691985453,0.5327468969526207,True
720575940604714929,768092.0201511333,341967.9496221663,220684.5340050378,right,-0.3154710169830125,0.993534636624832,125700.79632193215,-14.0,0.0,-0.3154710169830114,0.993534636624832,False,-14.0,0.0,0.3154710169830114,0.993534636624832,0.3154710169830114,0.0,30815.67287686337,249678.04790651894,-40614.00862823651,-14.0,0.0,241.69485156831968,-244.94064215889492,-136.7496887907666,0.44037960096592293,0.033780404399936764,-0.19870380368785148,-8.573,-14.849,0.9599446478871163,-0.17807885640878132,-0.21631965674210274,0.320121337526466,0.27472907158771154,True
720575940604728009,329632.86388384755,341534.4609800363,210389.5099818512,left,-0.4471265459592631,0.8854200871771702,117511.9452799834,-14.0,-10.0,-0.4295051172311031,0.9053080227275137,True,-14.0,-10.0,0.4295051172311031,0.9053080227275137,0.4295051172311031,0.0,33080.21485714184,-187677.25495747238,-73291.49404291996,-14.0,-10.0,142.3436869816123,332.9970100635381,-216.046054067255,0.2654187273854632,0.12122237438361722,-0.3979435986348257,-14.697,-4.243,0.44602839796871274,0.7120547075342916,-0.5422515667877024,0.5507690885441943,3.996633860351701,False
720575940604947657,737580.4484304932,242202.8340807175,138001.40508221227,right,0.2836619292048521,1.919563547636422,131240.51972098148,11.0,-2.0,0.283661929204852,1.919563547636423,False,11.0,-2.0,-0.283661929204852,1.919563547636423,-0.283661929204852,1.0,127626.80265795649,211348.6214869452,42325.69427203797,11.0,-2.0,-55.19297917983932,-413.3549617847535,64.34181787996408,-0.30051229093186455,-0.3404946408674326,0.17100022064748388,5.511,13.789,-0.3090092786705873,-0.8773736101535822,0.36705423836478634,0.3587847802579151,65.30164099897728,False
720575940605017312,317457.92215568863,271972.07784431137,167515.1497005988,left,-0.4530464566545338,1.5994284874015912,118857.73657821922,5.0,-8.0,-0.4384252966356105,1.5987730501861108,True,5.0,-8.0,0.4384252966356105,1.5987730501861108,0.4384252966356105,0.0,86158.18406820152,-205231.05409122523,-12464.210332945318,5.0,-8.0,-50.00613971058103,434.44624377991954,-19.726082112172794,-0.27460436562418805,0.4042879583570358,-0.008873838027851504,-1.837,13.789,-0.23206355540100848,0.9715188021295579,-0.04793457377918442,0.36318747662817463,78.51300786280768,False
720575940605029856,700554.4175365345,362006.76409185806,160093.65344467646,right,0.5784221567433842,0.954499366802351,133165.473326945,-12.0,-14.0,0.5784221567433849,0.9544993668023516,False,-12.0,-14.0,-0.5784221567433849,0.9544993668023516,-0.5784221567433849,0.0,86251.42947809279,183405.11264726383,-74803.35786933778,-12.0,-14.0,69.1417327410707,-350.2493810846316,-228.84081706134722,0.05471207299232584,-0.16431278298124552,-0.46084889811388097,-15.922,2.121,0.09371884232246694,-0.7260337636866776,-0.6812428000211777,0.472496710905589,26.970648120375543,False
720575940605042656,251167.09923664125,219189.4351145038,264074.80916030536,left,0.650319278197885,1.82781138014792,124391.9109741446,2.0,15.0,0.6314479639245065,1.8202301216576464,True,2.0,15.0,-0.6314479639245065,1.8202301216576464,-0.6314479639245065,0.0,-2059.5855814168726,-274597.44109752297,50067.204840077095,2.0,15.0,200.75898181759104,224.57397208045663,115.35621248005309,0.41278960266784287,-0.057797714738807536,0.2477838648197384,10.41,-13.789,0.7969113585735693,0.18860583442935108,0.5738990554057712,0.32019765340842593,1.5583022190002536,True
720575940605092700,288872.0916380297,325298.06643757154,243647.28522336768,left,0.1505804916032506,0.9541253250149012,115073.12805351667,-13.0,-2.0,0.1432086155524474,0.973122634133403,True,-13.0,-2.0,-0.1432086155524474,0.973122634133403,-0.1432086155524474,0.0,2063.365595926476,-229304.79777180112,-54954.55272280044,-13.0,-2.0,226.6819966076346,286.0759285616997,-141.7856749656302,0.44346079283279893,0.03589185888928151,-0.20123195462191026,-9.186,-11.667,0.8551317335190093,0.45041064295097644,-0.256670939230101,0.41408654706249715,0.27472907158771154,True
720575940605215665,780651.0311877902,301430.2322495023,183167.00729927007,right,-0.1457326826226789,1.4052030648270997,132062.85407349208,-4.0,1.0,-0.1457326826226783,1.4052030648270997,False,-4.0,1.0,0.1457326826226783,1.4052030648270997,0.1457326826226783,0.0,74477.703611962,258966.12054179588,-5743.4067273233595,-4.0,1.0,180.91059219110696,-363.96486852398397,-34.248432370196134,0.4016071947704654,-0.27205070785337976,-0.013050561657572415,-1.837,-5.303,0.6335071242193497,-0.7647150251424573,0.1178119428780476,0.31799146663592937,25.44364647802095,False
720575940605243424,263546.2014504432,280571.326349718,237302.04673650285,left,0.2900351382856581,1.3853417890942443,117143.92132180408,-5.0,3.0,0.2802153786217228,1.3904011635171003,True,-5.0,3.0,-0.2802153786217228,1.3904011635171003,-0.2802153786217228,0.0,14920.272683390693,-257901.51451753252,-13734.754377296511,-5.0,3.0,208.4702714327024,330.34654372480304,-19.148013259787742,0.4594213834772562,0.16017767164560667,0.011280325208226843,-1.225,-8.485,0.76724540333861,0.5979021708998227,0.23205060889610477,0.38594051787924516,13.38639475571542,False
720575940605262880,723378.2894521668,336970.6524938676,154656.48405560094,right,0.3918517436977262,1.1587361951121775,128242.688006158,-6.0,-10.0,0.3918517436977271,1.158736195112178,False,-6.0,-10.0,-0.3918517436977271,1.158736195112178,-0.3918517436977271,0.0,95982.07465089129,204284.14985810796,-49373.47045702313,-6.0,-10.0,67.34445026619161,-404.41466631064685,-149.15681984081905,0.06263618646943693,-0.3881438494249034,-0.2769704498148714,-9.798,4.243,0.19165723526203593,-0.8910317560333689,-0.41149716148693377,0.1948646439647192,51.91960235109906,False
720575940605288480,278300.39314697933,199552.9918845808,225769.01713255185,left,0.3152589119350706,2.1166268398264263,115249.84848367792,9.0,10.0,0.3040955059245258,2.0993731760038354,True,9.0,10.0,-0.3040955059245258,2.0993731760038354,-0.3040955059245258,0.0,39349.94028876289,-249238.80453659568,65276.74010575819,9.0,10.0,98.51035564301867,324.92750160248363,150.13354422584328,0.1903236102649242,0.1964624793202896,0.3961435245172397,11.635,-1.061,0.45942071971370013,0.5385377928549154,0.7063353650814194,0.18655929179626152,19.304777987795777,False
720575940605300256,331061.0770659239,344235.721448468,214706.4809656453,left,-0.4429582400025088,0.8406371974471534,116994.88279498312,-15.0,-10.0,-0.4248598947554015,0.8617434168880586,True,-15.0,-10.0,0.4248598947554015,0.8617434168880586,0.4248598947554015,0.0,28417.99759672456,-186025.34541804434,-75164.39675713194,-15.0,-10.0,151.8191942569173,320.25681309484037,-225.64761701962456,0.2702787556948839,0.07565740766815797,-0.40686564684492416,-15.309,-5.303,0.5044177378428787,0.6535520230629499,-0.5642982357759048,0.5728547662861405,1.4325978237305823,True
720575940605354668,272084.78002378123,187247.6765755053,241798.1450653984,left,0.5111147889377283,2.1662912979213305,121148.52215368302,9.0,14.0,0.493480561427884,2.149733111919588,True,9.0,14.0,-0.493480561427884,2.149733111919588,-0.493480561427884,0.0,25351.306554603194,-256239.4304856754,79490.01078982383,9.0,14.0,123.84226733753731,273.86090083259603,167.16842173904982,0.22148180430200323,0.058437987894364794,0.4259943925134524,14.085,-5.303,0.5181817938420925,0.41030243059226945,0.7504262415325487,0.3245557473944582,2.987049617047579,True
720575940605441638,282148.37824267783,201768.12050209203,216303.02928870288,left,0.2091109597532861,2.1171085883726737,115365.65233724084,10.0,8.0,0.2019123770214751,2.099528787745265,True,10.0,8.0,-0.2019123770214751,2.099528787745265,-0.2019123770214751,0.0,48416.59020241772,-245300.28605268802,61870.47507733305,10.0,8.0,68.22879097745053,349.2881610610532,146.91705339365495,0.10825247333949209,0.2626306595488787,0.3889905320589056,11.023,2.121,0.3651594834736228,0.6420849891142325,0.674081166020423,0.21702951883735083,29.711774691831952,False
720575940605478321,760686.5017182131,346297.587628866,202021.4089347079,right,-0.1243790984375789,0.999881580345283,128363.06655238298,-13.0,-3.0,-0.1243790984375777,0.9998815803452828,False,-13.0,-3.0,0.1243790984375777,0.9998815803452828,0.1243790984375777,0.0,48424.94886001959,242489.39693200978,-48368.77506159104,-13.0,-3.0,217.74350967301987,-291.724079446984,-157.79415587898575,0.4240138723733058,-0.06112835524117267,-0.22941316133887674,-9.798,-10.607,0.8328300754360766,-0.47010720895479674,-0.29222128180177154,0.3930137121116761,2.9566723538903372,True
720575940605581024,733186.5949953661,366860.1964782206,193985.31974050045,right,0.1427831245121952,0.8241728838429005,129671.38058766571,-16.0,-8.0,0.1427831245121962,0.8241728838429008,False,-16.0,-8.0,-0.1427831245121962,0.8241728838429008,-0.1427831245121962,0.0,52617.156363429254,216528.60765239462,-71865.73865738083,-16.0,-8.0,179.64136870056532,-285.8950855429579,-227.77554801370354,0.3152412632650222,0.007984807087227283,-0.37990405151290546,-14.697,-8.485,0.6729010046509393,-0.43286635192923273,-0.5998591162158281,0.486000783235937,2.5299148762631534,True
